id,age,sex,race,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,real_outcome,alg_outcome,alg_risk_score,alg_risk_score_decile,alg_risk_desc
1498,33,male,African-American,8,0,0,M,violent crime,1,1,0.7514466293741996,8.0,high
6281,22,male,Caucasian,0,0,0,F,drug crime,1,0,0.4638015721905151,5.0,medium
2856,41,male,Caucasian,1,0,0,F,property crime,1,0,0.3183858317936438,3.0,low
4676,23,male,African-American,0,0,0,F,property crime,0,0,0.347354548528676,3.0,low
5060,21,male,Other,0,0,0,F,property crime,1,1,0.5023996024918893,5.0,medium
2291,52,male,African-American,4,0,0,M,violent crime,0,0,0.44846735750845473,4.0,low
3289,28,female,Caucasian,0,0,0,M,violent crime,0,0,0.2641260999337703,3.0,low
3664,50,male,Caucasian,5,0,0,F,public order crime,1,0,0.422632661941615,4.0,low
2523,33,male,African-American,9,0,0,M,violent crime,1,1,0.7467670340134799,7.0,medium
765,26,male,Caucasian,1,0,0,F,arrested but not charged,1,0,0.38565109633730105,4.0,low
3223,30,male,Caucasian,3,0,0,F,property crime,1,1,0.7186000179856651,7.0,medium
4461,40,male,Caucasian,10,0,0,F,property crime,1,1,0.7722379966396902,8.0,high
89,36,female,Caucasian,2,0,0,F,violent crime,0,0,0.41451885404237643,4.0,low
3561,31,male,Caucasian,3,0,0,M,public order crime,1,1,0.5702593265116501,6.0,medium
3697,32,male,African-American,24,1,3,F,public order crime,1,1,0.9116270961830453,9.0,high
6217,68,female,African-American,5,0,0,F,drug crime,0,1,0.5093188913793147,5.0,medium
1284,39,male,African-American,3,0,0,F,arrested but not charged,1,0,0.2949330199642279,3.0,low
276,35,male,African-American,0,0,0,F,violent crime,0,0,0.2577232841448735,3.0,low
1962,21,male,African-American,0,0,0,M,violent crime,0,0,0.49316453002561444,5.0,medium
3047,26,male,African-American,2,0,0,F,property crime,1,1,0.6847956071650514,7.0,medium
4014,41,male,Hispanic,0,0,0,F,obstruction of justice,1,0,0.2853690767625825,3.0,low
5465,29,female,Hispanic,1,0,0,F,fraud and financial crime,1,0,0.416435490171729,4.0,low
195,47,female,Other,0,0,0,F,violent crime,0,0,0.21016230498851687,2.0,low
1659,30,female,African-American,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
1880,62,male,Hispanic,0,0,0,M,violent crime,0,0,0.11502056017519509,1.0,low
2055,22,female,Caucasian,0,0,0,M,violent crime,0,0,0.42888586349794205,4.0,low
3963,29,male,African-American,0,0,0,M,public order crime,1,0,0.2319026150630247,2.0,low
955,25,male,Caucasian,13,4,0,F,arrested but not charged,1,1,0.8661294311416399,9.0,high
669,28,female,African-American,3,0,0,F,arrested but not charged,1,1,0.5899743238757208,6.0,medium
6608,35,male,African-American,7,0,0,F,obstruction of justice,1,1,0.762124051894525,8.0,high
4119,58,male,Caucasian,1,0,0,F,public order crime,0,0,0.20098949715951098,2.0,low
2817,25,male,Caucasian,7,0,0,F,property crime,1,1,0.8406657147460602,8.0,high
1347,27,male,African-American,11,0,0,M,arrested but not charged,1,1,0.7089896534212757,7.0,medium
5006,23,male,African-American,8,0,0,F,property crime,1,1,0.9103147303562857,9.0,high
3275,32,male,Caucasian,10,0,2,F,violent crime,1,1,0.7776112972196063,8.0,high
6414,56,male,African-American,31,0,0,F,drug crime,1,1,0.8037652228293576,8.0,high
1548,22,male,African-American,0,0,0,F,property crime,0,0,0.4759564923717426,5.0,medium
2653,25,female,African-American,0,0,0,M,violent crime,1,0,0.2817556497576287,3.0,low
6724,29,female,African-American,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
4971,52,male,Asian,0,0,0,F,property crime,0,0,0.2493348956007036,2.0,low
1911,27,male,African-American,0,0,0,M,violent crime,0,0,0.28541015150545035,3.0,low
493,22,male,African-American,6,1,1,F,arrested but not charged,1,1,0.7624771124368753,8.0,high
6838,27,male,African-American,3,0,0,M,public order crime,0,1,0.6328331862362316,6.0,medium
6458,25,male,African-American,1,0,0,F,drug crime,1,0,0.4719561027310873,5.0,medium
6716,21,male,African-American,1,0,1,F,property crime,1,1,0.7236597234168218,7.0,medium
464,22,male,African-American,1,0,0,F,arrested but not charged,0,1,0.5175327323734152,5.0,medium
4034,31,male,African-American,7,0,0,M,violent crime,0,1,0.7202981641595613,7.0,medium
476,24,male,African-American,1,0,0,F,arrested but not charged,1,0,0.3802164275386946,4.0,low
418,28,male,African-American,5,0,0,F,arrested but not charged,1,1,0.6327784119652459,6.0,medium
1957,30,male,Other,3,0,1,M,violent crime,0,1,0.621959446439778,6.0,medium
434,59,male,African-American,10,0,0,F,arrested but not charged,1,0,0.4857637655660713,5.0,medium
5571,34,male,African-American,21,2,1,F,weapons-related crime,1,1,0.860246828969792,9.0,high
6235,32,male,Caucasian,5,0,0,F,drug crime,1,1,0.6561756971290192,7.0,medium
1563,21,male,Other,0,0,0,F,property crime,1,1,0.5023996024918893,5.0,medium
1396,37,male,Other,4,0,0,M,arrested but not charged,1,0,0.31732779402124695,3.0,low
6366,27,male,African-American,6,1,0,F,drug crime,1,1,0.7991970633636392,8.0,high
718,53,male,African-American,2,0,0,F,arrested but not charged,1,0,0.21926809510604237,2.0,low
4780,48,male,African-American,2,0,0,F,property crime,1,0,0.38830640782157566,4.0,low
5062,38,male,Caucasian,12,0,0,F,property crime,0,1,0.7637163027216954,8.0,high
6646,24,male,African-American,0,0,0,F,obstruction of justice,0,0,0.3970496771689168,4.0,low
1827,28,male,Caucasian,0,0,0,M,violent crime,1,0,0.2641260999337703,3.0,low
2286,44,female,Caucasian,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
109,55,female,African-American,2,0,0,F,violent crime,0,0,0.3475331223482771,3.0,low
3498,40,female,Caucasian,0,0,0,M,public order crime,0,0,0.1829098547503481,2.0,low
5815,53,male,Caucasian,0,0,0,F,drug crime,1,0,0.23663504176622968,2.0,low
7024,30,male,Caucasian,4,0,0,F,property crime,0,1,0.7576998927242811,8.0,high
469,22,male,Caucasian,1,0,1,F,arrested but not charged,1,1,0.5964659009642815,6.0,medium
3198,28,male,African-American,5,0,0,F,fraud and financial crime,1,1,0.7580037458974929,8.0,high
1143,41,male,African-American,0,0,0,F,arrested but not charged,0,0,0.19958086497535873,2.0,low
249,25,male,Caucasian,1,0,0,F,violent crime,0,0,0.4517606994748007,5.0,medium
370,40,male,African-American,2,0,0,F,arrested but not charged,0,0,0.24591744751454425,2.0,low
899,29,male,Caucasian,2,0,0,F,arrested but not charged,0,0,0.45467201118217737,5.0,medium
104,22,female,African-American,0,0,0,F,violent crime,1,0,0.4436619297997659,4.0,low
6620,52,male,Caucasian,7,0,0,F,obstruction of justice,0,1,0.6676809480752668,7.0,medium
6358,29,male,Caucasian,4,0,0,F,drug crime,0,1,0.7338243091263907,7.0,medium
5205,56,male,African-American,0,0,0,F,violent crime,0,0,0.1586405960997213,2.0,low
4000,27,male,African-American,1,0,0,M,public order crime,0,0,0.40327683582162316,4.0,low
5987,47,male,Caucasian,2,0,0,F,drug crime,1,0,0.4585338029263217,5.0,medium
1679,21,male,Caucasian,0,0,0,M,violent crime,0,0,0.49316453002561444,5.0,medium
6560,42,male,African-American,13,1,0,M,public order crime,1,1,0.6564597856297751,7.0,medium
56,32,female,African-American,5,0,0,F,violent crime,0,1,0.6257742298182702,6.0,medium
4828,40,female,Caucasian,5,0,0,F,property crime,0,1,0.5479396667258459,5.0,medium
2873,24,male,African-American,3,0,0,F,property crime,1,1,0.7664424140403412,8.0,high
6843,26,male,African-American,6,0,0,M,public order crime,1,1,0.6597809172059659,7.0,medium
6117,41,male,African-American,25,0,0,F,drug crime,1,1,0.8979334683787886,9.0,high
4959,29,male,African-American,4,0,1,F,property crime,1,1,0.7532654846209361,8.0,high
6072,44,female,African-American,11,0,1,F,drug crime,1,1,0.6979974612037009,7.0,medium
5990,53,female,Caucasian,0,0,0,F,drug crime,0,0,0.23663504176622968,2.0,low
6961,32,male,Caucasian,9,0,0,M,property crime,1,1,0.8410969348210001,8.0,high
2878,22,male,Caucasian,3,0,0,F,property crime,1,1,0.8087260952558541,8.0,high
2609,31,male,African-American,6,0,1,M,violent crime,1,1,0.6787900475819739,7.0,medium
1024,51,male,Hispanic,1,0,0,F,arrested but not charged,0,0,0.18791481434033389,2.0,low
3233,21,female,African-American,2,0,1,F,property crime,0,1,0.7806099362773102,8.0,high
1034,20,male,African-American,1,1,0,F,arrested but not charged,1,1,0.709343258156015,7.0,medium
6779,27,male,African-American,2,0,0,F,weapons-related crime,1,1,0.6780518296543436,7.0,medium
5134,24,male,Hispanic,1,0,0,F,violent crime,1,0,0.45629119861746625,5.0,medium
4216,58,male,African-American,0,0,0,F,violent crime,0,0,0.1609649876564117,2.0,low
6175,43,female,African-American,2,0,0,F,drug crime,0,0,0.4585338029263217,5.0,medium
3542,39,male,Caucasian,2,0,0,M,public order crime,0,0,0.2981919102981183,3.0,low
3382,46,male,Other,0,0,0,F,drug crime,0,0,0.2931041245767243,3.0,low
2620,44,female,Hispanic,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
7079,22,male,African-American,1,0,0,F,fraud and financial crime,0,1,0.6960347164987438,7.0,medium
441,25,male,Caucasian,2,0,0,F,arrested but not charged,1,1,0.5525772147363902,6.0,medium
2510,21,female,Hispanic,0,0,0,M,violent crime,1,0,0.49316453002561444,5.0,medium
2400,31,male,African-American,5,0,1,M,violent crime,1,1,0.6607792942618462,7.0,medium
7154,35,male,Hispanic,5,0,0,M,obstruction of justice,1,1,0.6423334533142934,6.0,medium
2768,20,female,African-American,1,0,0,F,violent crime,1,1,0.8151300851767799,8.0,high
4303,53,male,African-American,2,0,0,F,public order crime,0,0,0.28750778326417037,3.0,low
4765,49,male,Hispanic,1,0,0,F,property crime,1,0,0.31941317952085824,3.0,low
1709,28,male,African-American,10,0,0,M,violent crime,1,1,0.8152077507444262,8.0,high
6917,21,male,Other,0,0,0,F,obstruction of justice,1,1,0.5944046978409261,6.0,medium
6009,57,female,Caucasian,1,0,0,F,drug crime,1,0,0.2931472593127138,3.0,low
1490,45,male,Caucasian,4,0,0,M,arrested but not charged,1,0,0.26396295152151156,3.0,low
1969,42,male,Caucasian,0,0,0,M,violent crime,0,0,0.20354034006800992,2.0,low
3221,44,male,Caucasian,13,0,0,F,property crime,1,1,0.7838423240871016,8.0,high
4157,28,male,Hispanic,1,0,0,F,violent crime,0,0,0.39539248759601375,4.0,low
4532,25,male,African-American,2,0,0,F,property crime,0,1,0.6847956071650514,7.0,medium
2103,50,male,Hispanic,9,0,0,M,violent crime,1,1,0.6412863442044031,6.0,medium
3862,36,male,African-American,0,0,0,M,public order crime,0,0,0.2269195708592906,2.0,low
3495,34,female,Caucasian,0,0,0,M,public order crime,1,0,0.2279753475534761,2.0,low
268,32,male,Caucasian,0,0,0,F,violent crime,0,0,0.261151093823345,3.0,low
1611,37,female,Other,0,0,0,M,violent crime,0,0,0.2486009784404407,2.0,low
6218,51,male,African-American,0,0,0,F,drug crime,1,0,0.28962004423207227,3.0,low
2662,49,male,African-American,1,0,0,M,violent crime,0,0,0.2739562144704394,3.0,low
3062,27,male,African-American,0,0,0,F,property crime,0,0,0.31944846741510513,3.0,low
465,26,male,Caucasian,1,0,0,F,arrested but not charged,1,0,0.38565109633730105,4.0,low
468,42,male,Caucasian,1,0,0,F,arrested but not charged,0,0,0.2005439510391128,2.0,low
3681,44,male,Caucasian,6,0,0,F,public order crime,0,1,0.510986420227504,5.0,medium
5574,34,male,African-American,0,0,0,F,weapons-related crime,0,0,0.41425323993781776,4.0,low
2185,25,male,African-American,4,0,0,M,violent crime,1,1,0.6903482905573463,7.0,medium
7025,33,female,Native American,5,0,0,F,property crime,1,1,0.6915674058699727,7.0,medium
2015,53,male,Caucasian,1,0,0,M,violent crime,1,0,0.24087748822095414,2.0,low
4540,31,female,African-American,2,0,0,F,property crime,0,1,0.5942664845637284,6.0,medium
4726,31,male,Caucasian,1,0,0,F,property crime,1,0,0.3807330024923606,4.0,low
2765,22,male,African-American,1,0,0,F,violent crime,1,1,0.6356307745014426,6.0,medium
5890,27,female,Caucasian,0,0,0,F,drug crime,0,0,0.31508966181923886,3.0,low
1145,20,male,Native American,1,0,1,F,arrested but not charged,1,1,0.7443716742410533,7.0,medium
2114,34,male,African-American,27,0,1,M,violent crime,0,1,0.8244876130164217,8.0,high
5161,41,male,Caucasian,1,0,0,M,property crime,1,0,0.32317918636019655,3.0,low
5932,36,male,African-American,0,0,0,F,drug crime,0,0,0.31693002021742533,3.0,low
2067,45,male,Other,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
6213,25,male,African-American,1,0,0,F,drug crime,0,0,0.4719561027310873,5.0,medium
5138,24,male,Hispanic,2,0,0,F,violent crime,0,1,0.6417459550767628,6.0,medium
868,33,female,Caucasian,1,0,0,F,arrested but not charged,0,0,0.29113157509494975,3.0,low
2182,23,male,Caucasian,0,0,0,M,violent crime,0,0,0.3117046550910515,3.0,low
2133,30,female,African-American,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
1246,29,male,African-American,9,0,0,F,arrested but not charged,1,1,0.806885304710552,8.0,high
682,23,male,African-American,1,0,0,F,arrested but not charged,1,0,0.4100863538608004,4.0,low
2375,51,female,Caucasian,1,0,0,M,violent crime,0,0,0.2739562144704394,3.0,low
2257,32,female,Caucasian,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
5456,41,male,African-American,6,0,0,F,drug crime,1,1,0.6160591845893894,6.0,medium
1634,52,female,Caucasian,0,0,0,M,violent crime,0,0,0.21076259744558962,2.0,low
1830,32,male,Other,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
2840,38,male,Hispanic,0,0,0,F,property crime,0,0,0.24523138772365105,2.0,low
2044,20,male,African-American,0,0,0,M,violent crime,1,1,0.7261196074316087,7.0,medium
2159,45,female,Caucasian,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
226,29,male,Caucasian,0,0,0,F,violent crime,1,0,0.261151093823345,3.0,low
6530,51,female,Caucasian,0,0,0,F,drug crime,0,0,0.28962004423207227,3.0,low
3616,30,male,Hispanic,3,0,0,M,public order crime,0,1,0.5722912695117932,6.0,medium
2454,26,female,Hispanic,0,0,0,M,violent crime,0,0,0.2817556497576287,3.0,low
2604,37,male,African-American,5,0,0,M,violent crime,1,0,0.47032412939585655,5.0,medium
5455,28,male,African-American,2,0,0,F,drug crime,1,1,0.630936582056369,6.0,medium
911,23,male,African-American,4,1,0,F,arrested but not charged,0,1,0.6890540605836701,7.0,medium
6621,25,male,Caucasian,5,0,0,F,obstruction of justice,1,1,0.8131472586402503,8.0,high
1292,29,male,African-American,1,0,0,F,arrested but not charged,1,0,0.29286081944501796,3.0,low
4660,21,male,Caucasian,0,0,0,F,property crime,1,1,0.5023996024918893,5.0,medium
2346,80,male,Caucasian,0,0,0,M,violent crime,0,0,0.07791174279402124,1.0,low
3823,34,male,Caucasian,4,0,0,F,public order crime,0,1,0.5189031965230589,5.0,medium
1263,30,male,African-American,10,0,0,F,arrested but not charged,1,1,0.7989354806071726,8.0,high
6369,27,male,African-American,2,0,0,F,drug crime,1,1,0.6601420925507802,7.0,medium
1175,30,male,African-American,10,0,0,F,arrested but not charged,1,1,0.7989354806071726,8.0,high
2834,24,male,African-American,0,0,0,F,property crime,1,0,0.31555058526191,3.0,low
3635,31,male,Caucasian,3,0,0,M,public order crime,0,1,0.5702593265116501,6.0,medium
2267,37,female,African-American,0,0,0,M,violent crime,0,0,0.2486009784404407,2.0,low
2457,41,female,African-American,0,0,0,M,violent crime,0,0,0.20148219385464944,2.0,low
4500,25,male,African-American,1,0,0,F,obstruction of justice,1,1,0.5657058102719813,6.0,medium
1551,29,male,African-American,3,1,0,F,property crime,1,1,0.7496092944909818,7.0,medium
2637,35,male,African-American,0,0,0,M,violent crime,1,0,0.2486009784404407,2.0,low
3640,29,male,African-American,0,0,0,M,public order crime,0,0,0.2319026150630247,2.0,low
6151,30,female,African-American,10,0,3,F,drug crime,1,1,0.825676680350942,8.0,high
2965,35,male,Asian,0,0,0,F,property crime,0,0,0.2775901882049158,3.0,low
4038,36,male,Hispanic,1,0,0,M,obstruction of justice,0,0,0.47883722900087583,5.0,medium
1289,29,female,Caucasian,3,0,0,F,arrested but not charged,0,1,0.5899743238757208,6.0,medium
4013,53,male,African-American,1,0,0,M,public order crime,0,0,0.1989246794409073,2.0,low
5650,25,female,Hispanic,0,0,0,F,drug crime,0,0,0.3112206432337261,3.0,low
1317,28,male,Caucasian,11,0,0,F,arrested but not charged,1,1,0.7993230680333145,8.0,high
3296,22,male,African-American,0,0,0,F,property crime,0,0,0.4759564923717426,5.0,medium
1471,28,female,African-American,9,0,0,M,arrested but not charged,1,1,0.7131059945660398,7.0,medium
4591,22,male,Hispanic,0,0,0,F,property crime,1,0,0.4759564923717426,5.0,medium
6260,28,male,African-American,10,0,0,F,drug crime,1,1,0.8768321517542781,9.0,high
2872,24,male,African-American,5,5,0,F,property crime,1,1,0.9004405166585265,9.0,high
1492,43,male,African-American,5,0,0,M,arrested but not charged,0,0,0.26396295152151156,3.0,low
6556,32,female,Hispanic,8,0,0,M,public order crime,1,1,0.7359758021870513,7.0,medium
5177,30,male,Caucasian,3,0,0,F,violent crime,0,1,0.6557024593497807,7.0,medium
4521,20,male,African-American,0,0,0,F,property crime,1,1,0.6051933633987621,6.0,medium
812,25,female,African-American,4,0,0,F,arrested but not charged,1,1,0.62965322235742,6.0,medium
1622,28,male,Caucasian,3,0,0,M,violent crime,1,1,0.6229125112956233,6.0,medium
676,45,male,African-American,1,0,0,F,arrested but not charged,0,0,0.2005439510391128,2.0,low
973,35,female,African-American,9,2,0,F,arrested but not charged,0,1,0.6911984262308869,7.0,medium
3485,32,male,Caucasian,0,0,0,M,public order crime,0,0,0.2319026150630247,2.0,low
216,20,male,African-American,2,0,0,F,violent crime,1,1,0.8926055544384038,9.0,high
4650,24,male,African-American,0,0,0,F,property crime,0,0,0.31555058526191,3.0,low
2644,24,female,African-American,1,0,0,M,violent crime,1,0,0.441428255635082,4.0,low
5462,26,male,Caucasian,0,0,0,F,fraud and financial crime,0,0,0.3535093559788848,4.0,low
1378,28,male,Hispanic,3,0,0,M,arrested but not charged,0,0,0.48304191864646956,5.0,medium
5156,65,female,Caucasian,1,0,0,M,property crime,1,0,0.2680945476429666,3.0,low
4522,49,male,African-American,3,0,0,F,property crime,0,0,0.46919556258935696,5.0,medium
1877,31,female,Caucasian,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
15,24,male,Caucasian,0,0,0,F,violent crime,0,0,0.2940728175634635,3.0,low
6550,47,female,Caucasian,0,0,0,M,public order crime,1,0,0.18464208824476322,2.0,low
4636,21,male,Other,1,0,0,F,property crime,1,1,0.655225056179154,7.0,medium
6226,50,male,African-American,12,0,0,F,drug crime,1,1,0.7150824580383675,7.0,medium
323,23,male,African-American,1,0,0,F,violent crime,1,0,0.487437315507803,5.0,medium
2850,25,male,African-American,1,0,0,F,property crime,0,0,0.4769737190293655,5.0,medium
4484,28,male,African-American,11,2,1,F,obstruction of justice,0,1,0.8701566203973871,9.0,high
1852,47,male,Caucasian,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
2460,25,female,Caucasian,0,0,0,M,violent crime,0,0,0.2817556497576287,3.0,low
5458,33,male,African-American,5,0,0,F,fraud and financial crime,1,1,0.6672910160925801,7.0,medium
2264,38,female,African-American,0,0,0,M,violent crime,0,0,0.20580576232055348,2.0,low
1452,25,male,African-American,11,0,0,M,arrested but not charged,1,1,0.7261766768523794,7.0,medium
2505,43,male,African-American,2,0,0,M,violent crime,0,0,0.34214813604341904,3.0,low
7147,31,male,African-American,3,0,0,M,obstruction of justice,1,1,0.7458875266444412,7.0,medium
6283,57,male,African-American,0,0,0,F,drug crime,1,0,0.20989802951177008,2.0,low
1552,21,male,African-American,1,0,1,F,property crime,1,1,0.7236597234168218,7.0,medium
6975,21,male,Caucasian,0,0,0,F,property crime,0,1,0.5023996024918893,5.0,medium
3326,23,male,Other,2,0,0,F,drug crime,1,1,0.6826588776112661,7.0,medium
7042,22,male,African-American,0,0,0,F,fraud and financial crime,0,1,0.5114286602093857,5.0,medium
756,34,male,Caucasian,2,0,0,F,arrested but not charged,0,0,0.3843258764351401,4.0,low
5808,42,male,Caucasian,6,0,0,F,drug crime,0,1,0.6160591845893894,6.0,medium
984,39,female,Caucasian,1,0,0,F,arrested but not charged,0,0,0.20278451438932832,2.0,low
4745,22,male,Caucasian,1,0,0,F,property crime,1,1,0.665191262328213,7.0,medium
5855,45,male,African-American,6,0,0,F,drug crime,0,1,0.6160591845893894,6.0,medium
3920,24,female,Caucasian,1,0,0,M,public order crime,0,0,0.4033462598894015,4.0,low
1019,43,male,Caucasian,8,0,0,F,arrested but not charged,0,1,0.5466735407231222,5.0,medium
6637,19,male,African-American,0,0,0,F,obstruction of justice,1,1,0.9663097401363201,10.0,high
5972,54,male,African-American,28,0,0,F,drug crime,1,1,0.9317298085617582,9.0,high
2848,25,male,Caucasian,1,0,0,F,property crime,0,0,0.4769737190293655,5.0,medium
4060,22,female,African-American,0,0,0,M,fraud and financial crime,0,1,0.5355817628850996,5.0,medium
4909,21,male,African-American,1,0,0,F,property crime,1,1,0.655225056179154,7.0,medium
5624,29,male,African-American,1,0,0,F,drug crime,1,0,0.4207878523251903,4.0,low
7143,45,male,African-American,13,0,0,M,obstruction of justice,1,1,0.7075036982860062,7.0,medium
5610,23,male,African-American,2,0,0,F,drug crime,1,1,0.6826588776112661,7.0,medium
2567,56,male,Caucasian,3,0,0,M,violent crime,0,0,0.3830291434149449,4.0,low
670,40,male,African-American,1,0,0,F,arrested but not charged,0,0,0.1985085519142793,2.0,low
4890,22,male,African-American,0,0,0,F,property crime,0,0,0.4759564923717426,5.0,medium
6128,37,male,African-American,0,0,0,F,drug crime,0,0,0.3184970256200712,3.0,low
2439,27,male,Caucasian,1,0,0,M,violent crime,0,0,0.4413571255189193,4.0,low
3576,24,male,African-American,0,0,0,M,public order crime,1,0,0.2624468856941882,3.0,low
3338,23,male,African-American,0,0,0,F,drug crime,0,0,0.34280677280957317,3.0,low
2075,24,male,African-American,1,0,0,M,violent crime,0,0,0.441428255635082,4.0,low
244,34,male,Caucasian,0,0,0,F,violent crime,0,0,0.261151093823345,3.0,low
3837,30,male,African-American,14,0,1,F,public order crime,1,1,0.8489599310912828,8.0,high
3795,39,male,Caucasian,3,0,0,F,public order crime,1,0,0.3730815071626822,4.0,low
5795,49,male,Caucasian,12,0,0,F,weapons-related crime,1,1,0.6697461911596498,7.0,medium
2420,38,female,Caucasian,0,0,0,M,violent crime,0,0,0.20580576232055348,2.0,low
6407,57,male,African-American,28,0,0,F,drug crime,1,1,0.8037652228293576,8.0,high
4742,21,male,African-American,0,0,0,F,property crime,1,1,0.5023996024918893,5.0,medium
49,30,male,Caucasian,1,0,0,M,obstruction of justice,0,0,0.49054400368570417,5.0,medium
4107,24,male,African-American,2,0,0,F,fraud and financial crime,1,1,0.7016120353227733,7.0,medium
3020,23,male,African-American,3,0,0,F,property crime,0,1,0.7755874039186467,8.0,high
1038,23,female,African-American,2,0,0,F,arrested but not charged,1,1,0.5775908184806585,6.0,medium
6894,30,male,Caucasian,3,0,1,F,obstruction of justice,0,1,0.7624651877843184,8.0,high
176,23,male,Caucasian,2,0,0,F,violent crime,0,1,0.6647985079218502,7.0,medium
2314,41,male,African-American,7,0,0,M,violent crime,1,1,0.6241062206916236,6.0,medium
1889,35,male,African-American,4,0,0,M,violent crime,0,0,0.4995714127493665,5.0,medium
6157,29,male,African-American,5,0,0,F,drug crime,0,1,0.7459306076295852,7.0,medium
2453,25,male,African-American,8,0,3,M,violent crime,1,1,0.7924414548210728,8.0,high
1586,56,female,African-American,0,0,0,M,violent crime,0,0,0.16139426259004336,2.0,low
2024,33,female,African-American,3,0,0,M,violent crime,0,1,0.5558036773952922,6.0,medium
1421,40,male,Caucasian,2,0,0,M,arrested but not charged,0,0,0.20385161034570537,2.0,low
5705,30,male,Caucasian,0,0,0,M,drug crime,1,0,0.30785641611455306,3.0,low
4711,21,female,Caucasian,0,0,0,F,property crime,1,1,0.5023996024918893,5.0,medium
7116,55,male,Hispanic,0,0,0,M,obstruction of justice,0,0,0.18849689841886774,2.0,low
151,54,female,African-American,0,0,0,F,violent crime,0,0,0.18033866459802156,2.0,low
3365,50,male,Caucasian,3,0,0,F,drug crime,0,0,0.48655228398468164,5.0,medium
3229,67,male,African-American,8,0,0,F,property crime,0,1,0.701118066874322,7.0,medium
3878,29,male,African-American,0,0,0,M,public order crime,0,0,0.2319026150630247,2.0,low
4498,66,male,Other,0,0,0,M,obstruction of justice,0,0,0.2105743757999131,2.0,low
2877,47,male,Caucasian,1,0,0,F,property crime,1,0,0.33022537552481485,3.0,low
3345,30,male,Other,13,0,0,F,drug crime,1,1,0.8843889262784876,9.0,high
5899,42,male,African-American,9,0,0,F,drug crime,1,1,0.7283378741774925,7.0,medium
2329,38,male,African-American,0,0,0,M,violent crime,0,0,0.20580576232055348,2.0,low
3063,21,male,African-American,0,0,0,F,property crime,0,1,0.5023996024918893,5.0,medium
5191,23,male,Caucasian,2,0,0,F,violent crime,1,1,0.6647985079218502,7.0,medium
4126,23,male,African-American,1,0,0,F,violent crime,1,0,0.487437315507803,5.0,medium
2664,32,male,Hispanic,6,0,0,M,violent crime,1,1,0.624379483517183,6.0,medium
7069,59,male,Hispanic,0,0,0,F,fraud and financial crime,0,0,0.09887045750670134,1.0,low
4843,27,female,Caucasian,0,0,0,F,property crime,1,0,0.31944846741510513,3.0,low
3419,34,male,African-American,3,0,0,M,public order crime,1,0,0.4403418360219324,4.0,low
6255,49,female,Caucasian,2,0,0,F,drug crime,0,0,0.446320022496309,4.0,low
4764,20,female,African-American,0,0,0,F,property crime,0,1,0.6051933633987621,6.0,medium
5953,59,male,Caucasian,1,0,0,F,drug crime,1,0,0.2967473388397506,3.0,low
275,41,male,African-American,13,0,0,F,violent crime,0,1,0.6557513608327289,7.0,medium
6083,25,male,African-American,4,0,0,F,drug crime,1,1,0.7456469271982623,7.0,medium
4737,46,female,Hispanic,2,0,0,F,property crime,0,0,0.41000684639686946,4.0,low
4628,22,male,Other,1,0,0,F,property crime,1,1,0.665191262328213,7.0,medium
7175,34,male,Caucasian,3,0,0,M,obstruction of justice,0,1,0.6402141404072803,6.0,medium
6500,26,male,Caucasian,2,0,0,F,drug crime,0,1,0.6560948178252718,7.0,medium
478,26,male,Caucasian,8,0,0,F,arrested but not charged,0,1,0.8274151849555691,8.0,high
274,26,male,Caucasian,0,0,0,F,violent crime,1,0,0.2940728175634635,3.0,low
4335,28,male,Other,1,0,0,F,public order crime,1,0,0.37869553905215825,4.0,low
1315,26,male,Asian,2,0,0,F,arrested but not charged,1,1,0.5582564557837144,6.0,medium
5366,26,female,African-American,3,0,0,F,drug crime,1,1,0.7324034225104813,7.0,medium
4747,25,female,Caucasian,0,0,0,F,property crime,0,0,0.31555058526191,3.0,low
2030,21,male,African-American,0,0,0,M,violent crime,1,0,0.49316453002561444,5.0,medium
3371,37,male,Hispanic,9,0,0,F,drug crime,0,1,0.7294131259011533,7.0,medium
307,32,male,African-American,8,0,0,F,violent crime,0,1,0.7674096440075048,8.0,high
3107,30,male,African-American,3,0,0,F,weapons-related crime,1,1,0.6716611555113661,7.0,medium
6400,36,male,African-American,11,0,0,F,drug crime,1,1,0.7271422578098998,7.0,medium
586,45,male,African-American,8,0,0,F,arrested but not charged,1,1,0.5466735407231222,5.0,medium
1152,30,male,African-American,7,0,0,F,arrested but not charged,1,1,0.6917059196989971,7.0,medium
4839,39,female,Other,0,0,0,F,property crime,0,0,0.24523138772365105,2.0,low
