age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,is_recid,id
75.0,31.0,0,0,F,obstruction of justice,0,6607
48.0,13.0,0,0,F,property crime,1,4679
92.0,36.0,0,0,F,property crime,1,4679
85.0,2.0,0,0,F,property crime,1,4679
61.0,6,0,0,M,public order crime,0,7006
27.0,1.0,0,0,M,public order crime,0,7006
53.0,6,0,0,F,public order crime,0,7006
54.0,15.0,0,0,F,arrested but not charged,0,500
60.0,1,0,0,F,arrested but not charged,0,500
41.0,1,0,0,F,arrested but not charged,0,500
36.0,18.0,0,0,F,arrested but not charged,1,607
45.0,29.0,0,0,F,arrested but not charged,1,607
28.0,34.0,0,0,F,arrested but not charged,1,607
27.0,1,0,0,F,property crime,0,4899
45.0,0.0,0,0,F,property crime,0,4899
56.0,1,0,0,F,property crime,0,4899
53,24.0,0,0,M,violent crime,1,1731
69.0,29.0,0,0,M,violent crime,1,1731
53,38.0,0,0,M,violent crime,1,1731
71.0,11.0,0,0,F,property crime,0,4460
55.0,3.0,0,0,F,property crime,0,4460
42.0,0.0,0,0,F,property crime,0,4460
48,5.0,0,0,F,weapons-related crime,0,3119
76.0,1.0,0,0,F,weapons-related crime,0,3119
72.0,27.0,0,0,F,weapons-related crime,0,3119
96.0,28.0,0,0,M,obstruction of justice,1,6659
54.0,32.0,0,0,M,obstruction of justice,1,6659
80.0,14.0,0,0,M,obstruction of justice,1,6659
37.0,37.0,0,0,M,violent crime,1,2549
82.0,5.0,0,0,M,violent crime,1,2549
36,29.0,0,0,M,violent crime,1,2549
30.0,9.0,0,0,F,obstruction of justice,1,6869
26.0,1,0,0,M,obstruction of justice,1,6869
80.0,14.0,0,0,F,obstruction of justice,1,6869
57.0,38.0,0,0,F,obstruction of justice,0,46
59.0,25.0,0,0,F,obstruction of justice,0,46
72.0,26.0,0,0,F,obstruction of justice,0,46
30.0,9.0,0,0,M,public order crime,1,3881
92.0,36.0,0,0,M,public order crime,1,3881
67.0,23.0,0,0,M,public order crime,1,3881
37.0,34.0,0,0,F,violent crime,1,186
19.0,32.0,0,0,F,violent crime,1,186
19.0,17.0,0,0,F,violent crime,1,186
55.0,3,0,0,M,violent crime,0,2415
71.0,3,0,0,F,violent crime,0,2415
37.0,3,0,0,M,violent crime,0,2415
55.0,5,0,0,F,arrested but not charged,0,396
34.0,2.0,0,0,F,arrested but not charged,0,396
37.0,5,0,0,F,arrested but not charged,0,396
61.0,2,0,0,M,drug crime,0,6476
75.0,2,0,0,F,drug crime,0,6476
66.0,2,0,0,M,drug crime,0,6476
30.0,9.0,0,0,M,public order crime,1,3912
92.0,36.0,0,0,M,public order crime,1,3912
62,11.0,0,0,F,public order crime,1,3912
69.0,9.0,0,0,M,public order crime,1,3499
44,14.0,0,0,F,public order crime,1,3499
62.0,37.0,0,0,M,public order crime,1,3499
55.0,2,0,0,M,public order crime,0,6568
47.0,2,0,0,M,public order crime,0,6568
51.0,2,0,0,M,public order crime,0,6568
61.0,2,1,0,F,drug crime,0,5687
71.0,11.0,1,0,M,drug crime,0,5687
73.0,2,1,0,M,drug crime,0,5687
67.0,35.0,0,0,F,drug crime,1,5445
67.0,16.0,0,0,F,drug crime,1,5445
23.0,17.0,0,0,F,drug crime,1,5445
59,24.0,0,0,F,drug crime,1,5829
19.0,17.0,0,0,F,drug crime,1,5829
59,38.0,0,0,F,drug crime,1,5829
81.0,0.0,0,0,F,fraud and financial crime,0,5472
55.0,3.0,0,0,F,fraud and financial crime,0,5472
58.0,4.0,0,0,F,fraud and financial crime,0,5472
37.0,11.0,0,0,F,arrested but not charged,1,505
81.0,1,0,0,M,arrested but not charged,1,505
91.0,15.0,0,0,F,arrested but not charged,1,505
55.0,2,0,0,M,violent crime,0,2618
35.0,2,0,0,F,violent crime,0,2618
41.0,2,0,0,M,violent crime,0,2618
21.0,23.0,0,0,F,violent crime,1,260
35,37.0,0,0,F,violent crime,1,260
18.0,2,0,0,F,violent crime,1,260
19.0,0,0,0,M,violent crime,1,2052
29,19.0,0,0,F,violent crime,1,2052
29,3.0,0,0,M,violent crime,1,2052
28,27.0,0,0,M,property crime,1,4876
29.0,15.0,0,0,F,property crime,1,4876
28,3.0,0,0,F,property crime,1,4876
72.0,11,0,0,M,property crime,0,3231
55.0,3.0,0,0,F,property crime,0,3231
36.0,2.0,0,0,F,property crime,0,3231
55,10.0,0,0,M,public order crime,1,3562
81.0,36.0,0,0,M,public order crime,1,3562
91.0,30.0,0,0,M,public order crime,1,3562
55.0,19.0,0,0,M,violent crime,1,4031
28.0,10.0,0,0,M,violent crime,1,4031
24,3.0,0,0,M,violent crime,1,4031
78.0,1,0,0,F,public order crime,1,3569
45,10.0,0,0,F,public order crime,1,3569
45,18.0,0,0,M,public order crime,1,3569
54.0,2,0,0,F,violent crime,0,331
63.0,2,0,0,M,violent crime,0,331
27.0,1.0,0,0,F,violent crime,0,331
72.0,8,0,0,F,public order crime,0,3902
77.0,7.0,0,0,M,public order crime,0,3902
57,0.0,0,0,M,public order crime,0,3902
51,24.0,0,0,F,public order crime,1,6824
46.0,18.0,0,0,M,public order crime,1,6824
44.0,21.0,0,0,M,public order crime,1,6824
19.0,23.0,0,0,F,drug crime,1,5873
32.0,8.0,0,0,F,drug crime,1,5873
56.0,9.0,0,0,F,drug crime,1,5873
19.0,0,0,0,F,violent crime,1,232
39.0,22.0,0,0,F,violent crime,1,232
26,3.0,0,0,F,violent crime,1,232
72.0,28.0,0,0,F,drug crime,0,6143
71.0,20,0,0,F,drug crime,0,6143
75.0,2.0,0,0,F,drug crime,0,6143
48.0,13.0,0,0,F,property crime,1,3089
29.0,35.0,0,0,F,property crime,1,3089
46.0,18.0,0,0,F,property crime,1,3089
19.0,23.0,0,0,F,drug crime,1,3307
32.0,8.0,0,0,F,drug crime,1,3307
56.0,9.0,0,0,F,drug crime,1,3307
33.0,30.0,0,0,F,arrested but not charged,1,723
59.0,25.0,0,0,F,arrested but not charged,1,723
86.0,38.0,0,0,F,arrested but not charged,1,723
40.0,0,0,0,F,drug crime,0,5993
34.0,0,0,0,M,drug crime,0,5993
57.0,0,0,0,M,drug crime,0,5993
55.0,2,0,0,F,obstruction of justice,0,6881
67.0,18.0,0,0,F,obstruction of justice,0,6881
53.0,2,0,0,F,obstruction of justice,0,6881
34.0,36.0,0,0,M,violent crime,1,1805
90.0,38.0,0,0,M,violent crime,1,1805
23,3.0,0,0,M,violent crime,1,1805
79.0,1,0,0,F,violent crime,1,1631
28.0,11.0,0,0,M,violent crime,1,1631
50,29.0,0,0,M,violent crime,1,1631
33.0,32.0,0,0,M,violent crime,1,2050
44,35.0,0,0,M,violent crime,1,2050
31.0,2,0,0,M,violent crime,1,2050
59.0,3,0,0,M,drug crime,0,6180
74.0,33.0,0,0,F,drug crime,0,6180
53.0,3,0,0,F,drug crime,0,6180
18.0,8.0,0,0,F,drug crime,1,6280
48.0,13.0,0,0,F,drug crime,1,6280
61.0,10.0,0,0,F,drug crime,1,6280
42,24.0,0,0,F,violent crime,1,177
19.0,17.0,0,0,F,violent crime,1,177
42,38.0,0,0,F,violent crime,1,177
34.0,36.0,0,0,M,violent crime,1,2243
90.0,38.0,0,0,M,violent crime,1,2243
23,3.0,0,0,M,violent crime,1,2243
56.0,5,0,1,F,arrested but not charged,0,1394
71.0,34.0,0,1,M,arrested but not charged,0,1394
45.0,0.0,0,1,M,arrested but not charged,0,1394
60.0,3,0,0,F,obstruction of justice,0,4488
59.0,25.0,0,0,F,obstruction of justice,0,4488
56.0,2.0,0,0,F,obstruction of justice,0,4488
23.0,37.0,0,0,M,violent crime,1,1669
96.0,28.0,0,0,M,violent crime,1,1669
31,8.0,0,0,F,violent crime,1,1669
54.0,32.0,0,0,M,violent crime,1,1526
34.0,36.0,0,0,M,violent crime,1,1526
64.0,19.0,0,0,M,violent crime,1,1526
47.0,0,0,0,F,drug crime,0,5839
68.0,0,0,0,M,drug crime,0,5839
57.0,0,0,0,M,drug crime,0,5839
67.0,25.0,0,0,F,property crime,1,4781
48.0,13.0,0,0,F,property crime,1,4781
62.0,18.0,0,0,F,property crime,1,4781
55.0,5,0,0,F,arrested but not charged,0,530
43.0,5,0,0,M,arrested but not charged,0,530
37.0,5,0,0,F,arrested but not charged,0,530
34,19.0,0,0,F,violent crime,1,1941
37.0,34.0,0,0,M,violent crime,1,1941
34,4.0,0,0,M,violent crime,1,1941
54.0,15.0,0,0,F,property crime,1,2905
35.0,19.0,0,0,F,property crime,1,2905
28.0,34.0,0,0,F,property crime,1,2905
37,0.0,0,0,F,public order crime,0,3703
74.0,33.0,0,0,F,public order crime,0,3703
36.0,2.0,0,0,F,public order crime,0,3703
80.0,14.0,0,0,M,violent crime,1,2723
55.0,6.0,0,0,M,violent crime,1,2723
62.0,37.0,0,0,M,violent crime,1,2723
19.0,0,0,0,M,violent crime,1,2371
29,19.0,0,0,F,violent crime,1,2371
29,3.0,0,0,M,violent crime,1,2371
40.0,23.0,0,0,M,property crime,1,2998
58.0,9.0,0,0,M,property crime,1,2998
21.0,5.0,0,0,M,property crime,1,2998
77.0,19,0,0,M,drug crime,0,3309
71.0,19,0,0,F,drug crime,0,3309
75.0,2.0,0,0,F,drug crime,0,3309
54.0,15.0,0,0,F,property crime,1,4923
19.0,17.0,0,0,F,property crime,1,4923
29,3.0,0,0,F,property crime,1,4923
81.0,0.0,0,0,F,drug crime,0,6001
73.0,13,0,0,F,drug crime,0,6001
58.0,4.0,0,0,F,drug crime,0,6001
66.0,3.0,0,0,F,drug crime,0,6188
61.0,6,0,0,F,drug crime,0,6188
60.0,6,0,0,F,drug crime,0,6188
36.0,0,0,0,F,property crime,0,1543
45.0,0,0,0,M,property crime,0,1543
76.0,4.0,0,0,F,property crime,0,1543
44,24.0,0,0,M,violent crime,1,2191
69.0,29.0,0,0,M,violent crime,1,2191
44,38.0,0,0,M,violent crime,1,2191
82.0,32.0,0,0,F,fraud and financial crime,1,7053
20.0,10.0,0,0,F,fraud and financial crime,1,7053
23.0,17.0,0,0,F,fraud and financial crime,1,7053
71.0,11.0,0,0,F,drug crime,0,6021
55.0,3.0,0,0,F,drug crime,0,6021
42.0,0.0,0,0,F,drug crime,0,6021
36.0,2.0,0,0,F,arrested but not charged,0,803
72.0,27.0,0,0,F,arrested but not charged,0,803
53.0,3.0,0,0,F,arrested but not charged,0,803
70.0,3,0,2,F,property crime,0,4708
71.0,34.0,0,2,F,property crime,0,4708
76.0,4.0,0,2,F,property crime,0,4708
24,26.0,0,0,M,property crime,1,4585
87.0,1,0,0,M,property crime,1,4585
59.0,33.0,0,0,F,property crime,1,4585
55.0,2,0,1,M,violent crime,0,2056
35.0,2,0,1,F,violent crime,0,2056
41.0,2,0,1,M,violent crime,0,2056
33.0,30.0,0,0,F,property crime,1,5011
29.0,35.0,0,0,F,property crime,1,5011
46.0,18.0,0,0,F,property crime,1,5011
19.0,0,0,0,M,public order crime,1,6842
55.0,19.0,0,0,M,public order crime,1,6842
28,3.0,0,0,M,public order crime,1,6842
54.0,15.0,0,0,F,property crime,1,4922
19.0,17.0,0,0,F,property crime,1,4922
29,3.0,0,0,F,property crime,1,4922
36.0,0,0,0,F,property crime,0,3038
45.0,0,0,0,M,property crime,0,3038
76.0,4.0,0,0,F,property crime,0,3038
45.0,31.0,0,0,F,arrested but not charged,1,933
34.0,36.0,0,0,F,arrested but not charged,1,933
96.0,1,0,0,F,arrested but not charged,1,933
44.0,6,0,0,M,public order crime,0,4390
27.0,1.0,0,0,F,public order crime,0,4390
79.0,27.0,0,0,F,public order crime,0,4390
87.0,23.0,0,0,F,fraud and financial crime,1,3186
38,33.0,0,0,F,fraud and financial crime,1,3186
81.0,3,0,0,F,fraud and financial crime,1,3186
59.0,2,0,0,M,weapons-related crime,0,5794
63.0,2,0,0,M,weapons-related crime,0,5794
61.0,2,0,0,F,weapons-related crime,0,5794
30,37.0,0,0,F,arrested but not charged,1,1486
39.0,21.0,0,0,M,arrested but not charged,1,1486
39.0,19.0,0,0,M,arrested but not charged,1,1486
36.0,22.0,0,0,F,public order crime,1,4378
39.0,21.0,0,0,F,public order crime,1,4378
61.0,10.0,0,0,F,public order crime,1,4378
50,24.0,0,0,M,violent crime,1,2048
69.0,29.0,0,0,M,violent crime,1,2048
50,38.0,0,0,M,violent crime,1,2048
48,24.0,0,0,F,violent crime,1,78
48,16.0,0,0,M,violent crime,1,78
48,38.0,0,0,F,violent crime,1,78
92.0,4,0,0,M,public order crime,1,7092
96.0,11.0,0,0,F,public order crime,1,7092
30.0,4,0,0,M,public order crime,1,7092
81.0,36.0,0,0,M,violent crime,1,1581
23.0,16.0,0,0,M,violent crime,1,1581
88.0,1,0,0,F,violent crime,1,1581
68.0,9.0,0,0,M,public order crime,1,4047
62.0,37.0,0,0,M,public order crime,1,4047
86.0,20.0,0,0,M,public order crime,1,4047
48.0,13.0,0,0,F,drug crime,1,6435
85.0,2.0,0,0,F,drug crime,1,6435
46.0,18.0,0,0,F,drug crime,1,6435
54.0,2,0,0,F,violent crime,0,4199
63.0,2,0,0,M,violent crime,0,4199
27.0,1.0,0,0,F,violent crime,0,4199
61.0,29.0,0,0,F,public order crime,1,4397
69.0,29.0,0,0,F,public order crime,1,4397
26.0,6.0,0,0,F,public order crime,1,4397
34.0,36.0,0,0,M,violent crime,1,1809
90.0,38.0,0,0,M,violent crime,1,1809
23,3.0,0,0,M,violent crime,1,1809
54.0,32.0,0,0,M,violent crime,1,1904
34.0,36.0,0,0,M,violent crime,1,1904
64.0,19.0,0,0,M,violent crime,1,1904
39.0,21.0,0,0,M,violent crime,1,1930
27.0,4.0,0,0,M,violent crime,1,1930
31.0,16.0,0,0,M,violent crime,1,1930
59.0,3,0,0,M,property crime,0,6983
27.0,1.0,0,0,M,property crime,0,6983
75.0,2.0,0,0,M,property crime,0,6983
19.0,0,0,0,M,violent crime,1,2177
29,19.0,0,0,F,violent crime,1,2177
29,3.0,0,0,M,violent crime,1,2177
72.0,28.0,0,0,F,drug crime,0,5936
71.0,7,0,0,F,drug crime,0,5936
42.0,0.0,0,0,F,drug crime,0,5936
46.0,8.0,0,0,F,property crime,1,3050
95.0,25.0,0,0,F,property crime,1,3050
49.0,9.0,0,0,F,property crime,1,3050
77.0,7.0,0,0,F,fraud and financial crime,0,7073
71.0,11.0,0,0,F,fraud and financial crime,0,7073
65.0,6,0,0,M,fraud and financial crime,0,7073
34.0,4,1,0,F,arrested but not charged,0,1164
61.0,10.0,1,0,F,arrested but not charged,0,1164
73.0,4,1,0,F,arrested but not charged,0,1164
81.0,0.0,0,0,F,drug crime,0,6356
75.0,21,0,0,F,drug crime,0,6356
55.0,3.0,0,0,F,drug crime,0,6356
72.0,28.0,0,0,F,drug crime,0,5947
71.0,7,0,0,F,drug crime,0,5947
42.0,0.0,0,0,F,drug crime,0,5947
45.0,2,0,0,F,property crime,0,4627
27.0,1.0,0,0,F,property crime,0,4627
90.0,0.0,0,0,F,property crime,0,4627
48.0,13.0,0,0,F,property crime,1,4832
29.0,35.0,0,0,F,property crime,1,4832
46.0,18.0,0,0,F,property crime,1,4832
80.0,0,0,0,F,property crime,0,2999
72.0,28.0,0,0,M,property crime,0,2999
40.0,0,0,0,M,property crime,0,2999
81.0,36.0,0,0,M,violent crime,1,2064
23.0,16.0,0,0,M,violent crime,1,2064
88.0,1,0,0,F,violent crime,1,2064
69.0,32.0,0,0,F,arrested but not charged,1,1115
90.0,7.0,0,0,F,arrested but not charged,1,1115
78.0,9.0,0,0,F,arrested but not charged,1,1115
77.0,1,0,1,M,property crime,0,3084
75.0,1,0,1,M,property crime,0,3084
75.0,34.0,0,1,M,property crime,0,3084
81.0,0.0,0,0,M,property crime,0,5299
79.0,27.0,0,0,M,property crime,0,5299
75.0,12.0,0,0,M,property crime,0,5299
75.0,8,0,0,M,violent crime,0,1498
75.0,31.0,0,0,M,violent crime,0,1498
39.0,4.0,0,0,M,violent crime,0,1498
67.0,35.0,0,0,F,drug crime,1,6281
67.0,16.0,0,0,F,drug crime,1,6281
23.0,17.0,0,0,F,drug crime,1,6281
18.0,8.0,0,0,F,property crime,1,2856
33.0,30.0,0,0,F,property crime,1,2856
48.0,13.0,0,0,F,property crime,1,2856
54.0,15.0,0,0,F,property crime,1,4676
35.0,19.0,0,0,F,property crime,1,4676
28.0,34.0,0,0,F,property crime,1,4676
36.0,0,0,0,F,property crime,0,5060
45.0,0,0,0,M,property crime,0,5060
76.0,4.0,0,0,F,property crime,0,5060
52,11.0,0,0,F,violent crime,1,2291
62.0,18.0,0,0,M,violent crime,1,2291
34.0,36.0,0,0,M,violent crime,1,2291
19.0,0,0,0,M,violent crime,1,3289
28,37.0,0,0,F,violent crime,1,3289
28,3.0,0,0,M,violent crime,1,3289
83.0,7.0,0,0,F,public order crime,1,3664
50,35.0,0,0,F,public order crime,1,3664
18.0,5,0,0,F,public order crime,1,3664
75.0,9,0,0,M,violent crime,0,2523
75.0,31.0,0,0,M,violent crime,0,2523
39.0,4.0,0,0,M,violent crime,0,2523
45.0,31.0,0,0,F,arrested but not charged,1,765
34.0,36.0,0,0,F,arrested but not charged,1,765
96.0,1,0,0,F,arrested but not charged,1,765
44.0,3,0,0,M,property crime,0,3223
62.0,3,0,0,F,property crime,0,3223
74.0,33.0,0,0,F,property crime,0,3223
77.0,7.0,0,0,F,property crime,0,4461
71.0,10,0,0,F,property crime,0,4461
76.0,4.0,0,0,F,property crime,0,4461
26.0,12.0,0,0,F,violent crime,1,89
36,37.0,0,0,F,violent crime,1,89
18.0,2,0,0,F,violent crime,1,89
74.0,3,0,0,M,public order crime,0,3561
65.0,3,0,0,F,public order crime,0,3561
41.0,3,0,0,M,public order crime,0,3561
81.0,0.0,1,3,F,public order crime,0,3697
73.0,24,1,3,F,public order crime,0,3697
58.0,4.0,1,3,F,public order crime,0,3697
75.0,38.0,0,0,F,drug crime,0,6217
36.0,2.0,0,0,F,drug crime,0,6217
76.0,4.0,0,0,F,drug crime,0,6217
40.0,9.0,0,0,F,arrested but not charged,1,1284
34.0,36.0,0,0,F,arrested but not charged,1,1284
29.0,3,0,0,F,arrested but not charged,1,1284
35,25.0,0,0,F,violent crime,1,276
39.0,22.0,0,0,F,violent crime,1,276
35,4.0,0,0,F,violent crime,1,276
96.0,28.0,0,0,M,violent crime,1,1962
54.0,32.0,0,0,M,violent crime,1,1962
29.0,10.0,0,0,M,violent crime,1,1962
45.0,2,0,0,F,property crime,0,3047
27.0,1.0,0,0,F,property crime,0,3047
90.0,0.0,0,0,F,property crime,0,3047
45.0,29.0,0,0,F,obstruction of justice,1,4014
81.0,6.0,0,0,F,obstruction of justice,1,4014
46.0,5.0,0,0,F,obstruction of justice,1,4014
83.0,7.0,0,0,F,fraud and financial crime,1,5465
27.0,1,0,0,F,fraud and financial crime,1,5465
94.0,1,0,0,F,fraud and financial crime,1,5465
47,24.0,0,0,F,violent crime,1,195
19.0,17.0,0,0,F,violent crime,1,195
47,38.0,0,0,F,violent crime,1,195
19.0,0,0,0,M,violent crime,1,1659
30,37.0,0,0,F,violent crime,1,1659
30,3.0,0,0,M,violent crime,1,1659
62,10.0,0,0,M,violent crime,1,1880
81.0,36.0,0,0,M,violent crime,1,1880
91.0,30.0,0,0,M,violent crime,1,1880
23.0,16.0,0,0,M,violent crime,1,2055
22,19.0,0,0,F,violent crime,1,2055
22,3.0,0,0,M,violent crime,1,2055
29,18.0,0,0,M,public order crime,1,3963
29,19.0,0,0,F,public order crime,1,3963
29,3.0,0,0,M,public order crime,1,3963
55.0,13,4,0,M,arrested but not charged,0,955
61.0,10.0,4,0,F,arrested but not charged,0,955
72.0,29.0,4,0,F,arrested but not charged,0,955
74.0,3,0,0,F,arrested but not charged,0,669
40.0,3,0,0,F,arrested but not charged,0,669
51.0,3,0,0,F,arrested but not charged,0,669
79.0,27.0,0,0,F,obstruction of justice,0,6608
72.0,27.0,0,0,F,obstruction of justice,0,6608
45.0,0.0,0,0,F,obstruction of justice,0,6608
31.0,16.0,0,0,F,public order crime,1,4119
18.0,8.0,0,0,F,public order crime,1,4119
85.0,1,0,0,F,public order crime,1,4119
71.0,11.0,0,0,F,property crime,0,2817
55.0,3.0,0,0,F,property crime,0,2817
95.0,27.0,0,0,F,property crime,0,2817
27,1.0,0,0,M,arrested but not charged,0,1347
77.0,34.0,0,0,M,arrested but not charged,0,1347
60.0,11,0,0,M,arrested but not charged,0,1347
72.0,8,0,0,M,property crime,0,5006
76.0,4.0,0,0,F,property crime,0,5006
36.0,2.0,0,0,F,property crime,0,5006
76.0,1.0,0,2,F,violent crime,0,3275
73.0,10,0,2,F,violent crime,0,3275
58.0,4.0,0,2,F,violent crime,0,3275
81.0,0.0,0,0,F,drug crime,0,6414
56,5.0,0,0,F,drug crime,0,6414
71.0,31,0,0,F,drug crime,0,6414
35.0,19.0,0,0,F,property crime,1,1548
67.0,35.0,0,0,F,property crime,1,1548
30.0,31.0,0,0,F,property crime,1,1548
62.0,37.0,0,0,M,violent crime,1,2653
90.0,38.0,0,0,M,violent crime,1,2653
25,3.0,0,0,M,violent crime,1,2653
54.0,15.0,0,0,F,property crime,1,6724
19.0,17.0,0,0,F,property crime,1,6724
29,3.0,0,0,F,property crime,1,6724
52,5.0,0,0,M,property crime,1,4971
52,16.0,0,0,M,property crime,1,4971
52,4.0,0,0,F,property crime,1,4971
34.0,36.0,0,0,M,violent crime,1,1911
27,14.0,0,0,F,violent crime,1,1911
27,3.0,0,0,M,violent crime,1,1911
34.0,2.0,1,1,F,arrested but not charged,0,493
53.0,3.0,1,1,F,arrested but not charged,0,493
73.0,6,1,1,F,arrested but not charged,0,493
55.0,3,0,0,M,public order crime,0,6838
71.0,3,0,0,F,public order crime,0,6838
37.0,3,0,0,M,public order crime,0,6838
81.0,36.0,0,0,F,drug crime,1,6458
30.0,28.0,0,0,F,drug crime,1,6458
62.0,18.0,0,0,F,drug crime,1,6458
27.0,1,0,1,F,property crime,0,6716
45.0,0.0,0,1,F,property crime,0,6716
51.0,1,0,1,F,property crime,0,6716
60.0,1,0,0,F,arrested but not charged,0,464
39.0,4.0,0,0,F,arrested but not charged,0,464
32.0,1,0,0,M,arrested but not charged,0,464
71.0,7,0,0,M,violent crime,0,4034
67.0,5.0,0,0,M,violent crime,0,4034
72.0,27.0,0,0,M,violent crime,0,4034
45.0,31.0,0,0,F,arrested but not charged,1,476
24,25.0,0,0,M,arrested but not charged,1,476
96.0,1,0,0,F,arrested but not charged,1,476
55.0,5,0,0,F,arrested but not charged,0,418
43.0,5,0,0,M,arrested but not charged,0,418
37.0,5,0,0,F,arrested but not charged,0,418
55.0,3,0,1,M,violent crime,0,1957
71.0,3,0,1,F,violent crime,0,1957
37.0,3,0,1,M,violent crime,0,1957
96.0,11.0,0,0,F,arrested but not charged,1,434
59,16.0,0,0,F,arrested but not charged,1,434
51.0,10,0,0,F,arrested but not charged,1,434
71.0,11.0,2,1,F,weapons-related crime,0,5571
55.0,3.0,2,1,F,weapons-related crime,0,5571
75.0,2.0,2,1,F,weapons-related crime,0,5571
75.0,2.0,0,0,F,drug crime,0,6235
81.0,0.0,0,0,F,drug crime,0,6235
63.0,5,0,0,F,drug crime,0,6235
36.0,0,0,0,F,property crime,0,1563
45.0,0,0,0,M,property crime,0,1563
76.0,4.0,0,0,F,property crime,0,1563
81.0,36.0,0,0,M,arrested but not charged,1,1396
62.0,37.0,0,0,M,arrested but not charged,1,1396
26.0,6.0,0,0,M,arrested but not charged,1,1396
71.0,6,1,0,F,drug crime,0,6366
74.0,6,1,0,F,drug crime,0,6366
72.0,27.0,1,0,F,drug crime,0,6366
18.0,8.0,0,0,F,arrested but not charged,1,718
93.0,7.0,0,0,F,arrested but not charged,1,718
61.0,34.0,0,0,F,arrested but not charged,1,718
19.0,17.0,0,0,F,property crime,1,4780
79.0,10.0,0,0,F,property crime,1,4780
48,33.0,0,0,F,property crime,1,4780
76.0,1.0,0,0,F,property crime,0,5062
71.0,12,0,0,F,property crime,0,5062
42.0,0.0,0,0,F,property crime,0,5062
31.0,16.0,0,0,F,obstruction of justice,1,6646
24,5.0,0,0,F,obstruction of justice,1,6646
88.0,6.0,0,0,F,obstruction of justice,1,6646
19.0,0,0,0,M,violent crime,1,1827
28,37.0,0,0,F,violent crime,1,1827
28,3.0,0,0,M,violent crime,1,1827
44,24.0,0,0,M,violent crime,1,2286
69.0,29.0,0,0,M,violent crime,1,2286
44,38.0,0,0,M,violent crime,1,2286
92.0,2,0,0,M,violent crime,1,109
30.0,28.0,0,0,F,violent crime,1,109
37.0,11.0,0,0,F,violent crime,1,109
18.0,0,0,0,M,public order crime,1,3498
48.0,13.0,0,0,M,public order crime,1,3498
39.0,19.0,0,0,M,public order crime,1,3498
69.0,29.0,0,0,F,drug crime,1,5815
53,16.0,0,0,M,drug crime,1,5815
53,38.0,0,0,F,drug crime,1,5815
42.0,0.0,0,0,F,property crime,0,7024
75.0,38.0,0,0,F,property crime,0,7024
69.0,4,0,0,F,property crime,0,7024
40.0,5.0,0,1,F,arrested but not charged,0,469
55.0,6.0,0,1,F,arrested but not charged,0,469
46.0,1,0,1,F,arrested but not charged,0,469
67.0,5,0,0,M,fraud and financial crime,0,3198
54.0,5,0,0,M,fraud and financial crime,0,3198
54.0,5,0,0,F,fraud and financial crime,0,3198
26.0,12.0,0,0,F,arrested but not charged,1,1143
41,20.0,0,0,F,arrested but not charged,1,1143
41,17.0,0,0,F,arrested but not charged,1,1143
18.0,8.0,0,0,F,violent crime,1,249
92.0,1,0,0,M,violent crime,1,249
33.0,30.0,0,0,F,violent crime,1,249
80.0,14.0,0,0,F,arrested but not charged,1,370
29.0,15.0,0,0,F,arrested but not charged,1,370
78.0,2,0,0,F,arrested but not charged,1,370
27.0,4.0,0,0,F,arrested but not charged,1,899
19.0,17.0,0,0,F,arrested but not charged,1,899
86.0,19.0,0,0,F,arrested but not charged,1,899
55.0,19.0,0,0,F,violent crime,1,104
39.0,22.0,0,0,F,violent crime,1,104
22,3.0,0,0,F,violent crime,1,104
76.0,1.0,0,0,F,obstruction of justice,0,6620
69.0,29.0,0,0,F,obstruction of justice,0,6620
56.0,2.0,0,0,F,obstruction of justice,0,6620
72.0,28.0,0,0,F,drug crime,0,6358
69.0,4,0,0,M,drug crime,0,6358
55.0,3.0,0,0,F,drug crime,0,6358
33.0,32.0,0,0,F,violent crime,1,5205
55.0,19.0,0,0,F,violent crime,1,5205
68.0,18.0,0,0,F,violent crime,1,5205
68.0,9.0,0,0,M,public order crime,1,4000
62.0,37.0,0,0,M,public order crime,1,4000
86.0,20.0,0,0,M,public order crime,1,4000
61.0,10.0,0,0,F,drug crime,1,5987
47,33.0,0,0,F,drug crime,1,5987
91.0,2,0,0,F,drug crime,1,5987
96.0,28.0,0,0,M,violent crime,1,1679
54.0,32.0,0,0,M,violent crime,1,1679
29.0,10.0,0,0,M,violent crime,1,1679
42,1.0,1,0,F,public order crime,0,6560
61.0,27.0,1,0,M,public order crime,0,6560
51.0,13,1,0,F,public order crime,0,6560
79.0,27.0,0,0,F,violent crime,0,56
72.0,29.0,0,0,F,violent crime,0,56
59.0,5,0,0,F,violent crime,0,56
42.0,0.0,0,0,F,property crime,0,4828
71.0,34.0,0,0,F,property crime,0,4828
67.0,5,0,0,M,property crime,0,4828
44.0,3,0,0,M,property crime,0,2873
62.0,3,0,0,F,property crime,0,2873
74.0,33.0,0,0,F,property crime,0,2873
61.0,6,0,0,M,public order crime,0,6843
27.0,1.0,0,0,M,public order crime,0,6843
53.0,6,0,0,F,public order crime,0,6843
77.0,25,0,0,M,drug crime,0,6117
71.0,25,0,0,F,drug crime,0,6117
75.0,2.0,0,0,F,drug crime,0,6117
75.0,38.0,0,1,F,property crime,0,4959
