id,age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type
6281,67,35,0,0,0,0
6281,67,16,0,0,0,0
6281,23,17,0,0,0,0
2856,18,8,0,0,0,0
2856,33,30,0,0,0,0
2856,48,13,0,0,0,0
4676,54,15,0,0,0,0
4676,35,19,0,0,0,0
4676,28,34,0,0,0,0
5060,36,0,0,0,0,0
5060,45,0,0,0,M,0
5060,76,4,0,0,0,0
2291,0,11,0,0,F,0
2291,62,18,0,0,0,0
2291,34,36,0,0,0,0
3289,19,0,0,0,0,0
3289,0,37,0,0,F,0
3289,0,3,0,0,0,0
3664,83,7,0,0,0,0
3664,0,35,0,0,0,0
3664,18,0,0,0,0,0
2523,75,0,0,0,0,0
2523,75,31,0,0,0,0
2523,39,4,0,0,0,0
765,45,31,0,0,0,0
765,34,36,0,0,0,0
765,96,0,0,0,0,0
3223,44,0,0,0,M,0
3223,62,0,0,0,0,0
3223,74,33,0,0,0,0
4461,77,7,0,0,0,0
4461,71,0,0,0,0,0
4461,76,4,0,0,0,0
89,26,12,0,0,0,0
89,0,37,0,0,0,0
89,18,0,0,0,0,0
3561,74,0,0,0,0,0
3561,65,0,0,0,F,0
3561,41,0,0,0,0,0
3697,81,0,0,0,0,0
3697,73,0,0,0,0,0
3697,58,4,0,0,0,0
6217,75,38,0,0,0,0
6217,36,2,0,0,0,0
6217,76,4,0,0,0,0
1284,40,9,0,0,0,0
1284,34,36,0,0,0,0
1284,29,0,0,0,0,0
276,0,25,0,0,0,0
276,39,22,0,0,0,0
276,0,4,0,0,0,0
1962,96,28,0,0,0,0
1962,54,32,0,0,0,0
1962,29,10,0,0,0,0
3047,45,0,0,0,0,0
3047,27,1,0,0,0,0
3047,90,0,0,0,0,0
4014,45,29,0,0,0,0
4014,81,6,0,0,0,0
4014,46,5,0,0,0,0
5465,83,7,0,0,0,0
5465,27,0,0,0,0,0
5465,94,0,0,0,0,0
195,0,24,0,0,0,0
195,19,17,0,0,0,0
195,0,38,0,0,0,0
1659,19,0,0,0,0,0
1659,0,37,0,0,F,0
1659,0,3,0,0,0,0
1880,0,10,0,0,0,0
1880,81,36,0,0,0,0
1880,91,30,0,0,0,0
2055,23,16,0,0,0,0
2055,0,19,0,0,F,0
2055,0,3,0,0,0,0
3963,0,18,0,0,0,0
3963,0,19,0,0,F,0
3963,0,3,0,0,0,0
955,55,0,0,0,M,0
955,61,10,0,0,0,0
955,72,29,0,0,0,0
669,74,0,0,0,0,0
669,40,0,0,0,0,0
669,51,0,0,0,0,0
6608,79,27,0,0,0,0
6608,72,27,0,0,0,0
6608,45,0,0,0,0,0
4119,31,16,0,0,0,0
4119,18,8,0,0,0,0
4119,85,0,0,0,0,0
2817,71,11,0,0,0,0
2817,55,3,0,0,0,0
2817,95,27,0,0,0,0
1347,0,1,0,0,0,0
1347,77,34,0,0,0,0
1347,60,0,0,0,0,0
5006,72,0,0,0,M,0
5006,76,4,0,0,0,0
5006,36,2,0,0,0,0
3275,76,1,0,0,0,0
3275,73,0,0,0,0,0
3275,58,4,0,0,0,0
6414,81,0,0,0,0,0
6414,0,5,0,0,0,0
6414,71,0,0,0,0,0
1548,35,19,0,0,0,0
1548,67,35,0,0,0,0
1548,30,31,0,0,0,0
2653,62,37,0,0,0,0
2653,90,38,0,0,0,0
2653,0,3,0,0,0,0
6724,54,15,0,0,0,0
6724,19,17,0,0,0,0
6724,0,3,0,0,0,0
4971,0,5,0,0,M,0
4971,0,16,0,0,M,0
4971,0,4,0,0,0,0
1911,34,36,0,0,0,0
1911,0,14,0,0,F,0
1911,0,3,0,0,0,0
493,34,2,0,0,0,0
493,53,3,0,0,0,0
493,73,0,0,0,0,0
6838,55,0,0,0,0,0
6838,71,0,0,0,F,0
6838,37,0,0,0,0,0
6458,81,36,0,0,0,0
6458,30,28,0,0,0,0
6458,62,18,0,0,0,0
6716,27,0,0,0,0,0
6716,45,0,0,0,0,0
6716,51,0,0,0,0,0
464,60,0,0,0,0,0
464,39,4,0,0,0,0
464,32,0,0,0,M,0
4034,71,0,0,0,0,0
4034,67,5,0,0,0,0
4034,72,27,0,0,0,0
476,45,31,0,0,0,0
476,0,25,0,0,M,0
476,96,0,0,0,0,0
418,55,0,0,0,0,0
418,43,0,0,0,M,0
418,37,0,0,0,0,0
1957,55,0,0,0,0,0
1957,71,0,0,0,F,0
1957,37,0,0,0,0,0
434,96,11,0,0,0,0
434,0,16,0,0,0,0
434,51,0,0,0,0,0
5571,71,11,0,0,0,0
5571,55,3,0,0,0,0
5571,75,2,0,0,0,0
6235,75,2,0,0,0,0
6235,81,0,0,0,0,0
6235,63,0,0,0,0,0
1563,36,0,0,0,0,0
1563,45,0,0,0,M,0
1563,76,4,0,0,0,0
1396,81,36,0,0,0,0
1396,62,37,0,0,0,0
1396,26,6,0,0,0,0
6366,71,0,0,0,0,0
6366,74,0,0,0,0,0
6366,72,27,0,0,0,0
718,18,8,0,0,0,0
718,93,7,0,0,0,0
718,61,34,0,0,0,0
4780,19,17,0,0,0,0
4780,79,10,0,0,0,0
4780,0,33,0,0,0,0
5062,76,1,0,0,0,0
5062,71,0,0,0,0,0
5062,42,0,0,0,0,0
6646,31,16,0,0,0,0
6646,0,5,0,0,0,0
6646,88,6,0,0,0,0
1827,19,0,0,0,0,0
1827,0,37,0,0,F,0
1827,0,3,0,0,0,0
2286,0,24,0,0,0,0
2286,69,29,0,0,0,0
2286,0,38,0,0,0,0
109,92,0,0,0,M,0
109,30,28,0,0,0,0
109,37,11,0,0,0,0
3498,18,0,0,0,0,0
3498,48,13,0,0,0,0
3498,39,19,0,0,0,0
5815,69,29,0,0,0,0
5815,0,16,0,0,M,0
5815,0,38,0,0,0,0
7024,42,0,0,0,0,0
7024,75,38,0,0,0,0
7024,69,0,0,0,0,0
469,40,5,0,0,0,0
469,55,6,0,0,0,0
469,46,0,0,0,0,0
3198,67,0,0,0,M,0
3198,54,0,0,0,M,0
3198,54,0,0,0,0,0
1143,26,12,0,0,0,0
1143,0,20,0,0,0,0
1143,0,17,0,0,0,0
249,18,8,0,0,0,0
249,92,0,0,0,M,0
249,33,30,0,0,0,0
370,80,14,0,0,0,0
370,29,15,0,0,0,0
370,78,0,0,0,0,0
899,27,4,0,0,0,0
899,19,17,0,0,0,0
899,86,19,0,0,0,0
104,55,19,0,0,0,0
104,39,22,0,0,0,0
104,0,3,0,0,0,0
6620,76,1,0,0,0,0
6620,69,29,0,0,0,0
6620,56,2,0,0,0,0
6358,72,28,0,0,0,0
6358,69,0,0,0,M,0
6358,55,3,0,0,0,0
5205,33,32,0,0,0,0
5205,55,19,0,0,0,0
5205,68,18,0,0,0,0
4000,68,9,0,0,0,0
4000,62,37,0,0,0,0
4000,86,20,0,0,0,0
5987,61,10,0,0,0,0
5987,0,33,0,0,0,0
5987,91,0,0,0,0,0
1679,96,28,0,0,0,0
1679,54,32,0,0,0,0
1679,29,10,0,0,0,0
6560,0,1,0,0,F,0
6560,61,27,0,0,0,0
6560,51,0,0,0,F,0
56,79,27,0,0,0,0
56,72,29,0,0,0,0
56,59,0,0,0,0,0
4828,42,0,0,0,0,0
4828,71,34,0,0,0,0
4828,67,0,0,0,M,0
2873,44,0,0,0,M,0
2873,62,0,0,0,0,0
2873,74,33,0,0,0,0
6843,61,0,0,0,0,0
6843,27,1,0,0,0,0
6843,53,0,0,0,F,0
6117,77,0,0,0,M,0
6117,71,0,0,0,0,0
6117,75,2,0,0,0,0
4959,75,38,0,0,0,0
4959,69,0,0,0,M,0
4959,65,0,0,0,M,0
6072,77,0,0,0,M,0
6072,71,0,0,0,0,0
6072,75,2,0,0,0,0
5990,69,29,0,0,0,0
5990,0,16,0,0,M,0
5990,0,38,0,0,0,0
6961,77,7,0,0,0,0
6961,55,3,0,0,0,0
6961,75,12,0,0,0,0
2878,53,0,0,0,M,0
2878,74,33,0,0,0,0
2878,53,0,0,0,0,0
2609,56,2,0,0,0,0
2609,66,0,0,0,F,0
2609,70,0,0,0,0,0
1024,37,11,0,0,0,0
1024,81,0,0,0,M,0
1024,91,15,0,0,0,0
3233,61,0,0,0,M,0
3233,47,0,0,0,0,0
3233,61,6,0,0,0,0
1034,45,0,0,0,M,0
1034,39,0,0,0,0,0
1034,49,0,0,0,M,0
6779,52,0,0,0,M,0
6779,63,0,0,0,M,0
6779,61,0,0,0,0,0
5134,0,32,0,0,M,0
5134,90,38,0,0,0,0
5134,61,34,0,0,0,0
4216,81,6,0,0,0,0
4216,55,19,0,0,0,0
4216,68,18,0,0,0,0
6175,47,35,0,0,0,0
6175,0,33,0,0,0,0
6175,91,0,0,0,0,0
3542,31,16,0,0,0,0
3542,0,24,0,0,F,0
3542,0,7,0,0,F,0
3382,54,15,0,0,0,0
3382,19,17,0,0,0,0
3382,0,4,0,0,0,0
2620,0,24,0,0,0,0
2620,69,29,0,0,0,0
2620,0,38,0,0,0,0
7079,69,0,0,0,0,0
7079,46,0,0,0,M,0
7079,66,3,0,0,0,0
441,46,0,0,0,M,0
441,63,0,0,0,0,0
441,64,0,0,0,0,0
2510,96,28,0,0,0,0
2510,54,32,0,0,0,0
2510,29,10,0,0,0,0
2400,0,1,0,0,0,0
2400,95,27,0,0,0,0
2400,60,0,0,0,0,0
7154,71,11,0,0,0,0
7154,62,18,0,0,0,0
7154,56,2,0,0,0,0
2768,77,0,0,0,0,0
2768,28,0,0,0,0,0
2768,76,3,0,0,0,0
4303,20,25,0,0,0,0
4303,90,7,0,0,0,0
4303,78,9,0,0,0,0
4765,18,8,0,0,0,0
4765,48,13,0,0,0,0
4765,96,32,0,0,0,0
1709,71,0,0,0,0,0
1709,67,5,0,0,0,0
1709,72,27,0,0,0,0
6917,69,31,0,0,0,0
6917,55,19,0,0,0,0
6917,79,27,0,0,0,0
6009,33,30,0,0,0,0
6009,40,5,0,0,0,0
6009,0,37,0,0,M,0
1490,39,21,0,0,0,0
1490,26,6,0,0,0,0
1490,36,22,0,0,0,0
1969,0,24,0,0,0,0
1969,69,29,0,0,0,0
1969,0,38,0,0,0,0
3221,77,7,0,0,0,0
3221,75,0,0,0,0,0
3221,55,3,0,0,0,0
4157,0,32,0,0,M,0
4157,90,38,0,0,0,0
4157,61,34,0,0,0,0
4532,45,0,0,0,0,0
4532,27,1,0,0,0,0
4532,90,0,0,0,0,0
2103,95,27,0,0,0,0
2103,72,27,0,0,0,0
2103,76,0,0,0,F,0
3862,54,32,0,0,0,0
3862,23,16,0,0,0,0
3862,69,32,0,0,0,0
3495,0,24,0,0,0,0
3495,54,15,0,0,0,0
3495,0,38,0,0,0,0
268,0,18,0,0,0,0
268,39,22,0,0,0,0
268,0,3,0,0,0,0
1611,54,32,0,0,0,0
1611,23,16,0,0,0,0
1611,69,32,0,0,0,0
6218,81,36,0,0,0,0
6218,81,6,0,0,0,0
6218,29,35,0,0,0,0
2662,33,30,0,0,0,0
2662,29,19,0,0,0,0
2662,32,33,0,0,0,0
3062,48,13,0,0,0,0
3062,29,35,0,0,0,0
3062,46,18,0,0,0,0
465,45,31,0,0,0,0
465,34,36,0,0,0,0
465,96,0,0,0,0,0
468,64,19,0,0,0,0
468,0,15,0,0,M,0
468,33,32,0,0,0,0
3681,74,33,0,0,0,0
3681,27,1,0,0,0,0
3681,72,26,0,0,0,0
5574,90,38,0,0,0,0
5574,39,22,0,0,0,0
5574,0,3,0,0,0,0
2185,55,0,0,0,0,0
2185,65,0,0,0,F,0
2185,64,0,0,0,0,0
7025,0,1,0,0,0,0
7025,55,3,0,0,0,0
7025,36,2,0,0,0,0
2015,45,31,0,0,0,0
2015,41,33,0,0,0,0
2015,0,8,0,0,F,0
4540,45,0,0,0,0,0
4540,27,1,0,0,0,0
4540,90,0,0,0,0,0
4726,81,36,0,0,0,0
4726,47,35,0,0,0,0
4726,68,18,0,0,0,0
2765,54,0,0,0,M,0
2765,37,0,0,0,0,0
2765,74,33,0,0,0,0
5890,69,31,0,0,0,0
5890,19,23,0,0,0,0
5890,56,9,0,0,0,0
1145,40,5,0,0,0,0
1145,55,6,0,0,0,0
1145,46,0,0,0,0,0
2114,58,0,0,0,0,0
2114,96,0,0,0,F,0
2114,63,0,0,0,0,0
5161,81,0,0,0,F,0
5161,87,23,0,0,0,0
5161,0,31,0,0,F,0
5932,48,13,0,0,0,0
5932,46,5,0,0,0,0
5932,47,35,0,0,0,0
2067,0,24,0,0,0,0
2067,69,29,0,0,0,0
2067,0,38,0,0,0,0
6213,81,36,0,0,0,0
6213,30,28,0,0,0,0
6213,62,18,0,0,0,0
5138,54,0,0,0,0,0
5138,63,0,0,0,M,0
5138,27,1,0,0,0,0
868,23,37,0,0,0,0
868,67,25,0,0,0,0
868,0,28,0,0,0,0
2182,34,36,0,0,0,0
2182,90,38,0,0,0,0
2182,0,3,0,0,0,0
2133,19,0,0,0,0,0
2133,0,37,0,0,F,0
2133,0,3,0,0,0,0
1246,42,0,0,0,0,0
1246,63,0,0,0,M,0
1246,55,3,0,0,0,0
682,26,6,0,0,0,0
682,40,23,0,0,0,0
682,90,38,0,0,0,0
2375,0,34,0,0,F,0
2375,59,25,0,0,0,0
2375,0,35,0,0,F,0
2257,0,37,0,0,F,0
2257,28,11,0,0,0,0
2257,0,3,0,0,0,0
5456,72,0,0,0,0,0
5456,36,2,0,0,0,0
5456,77,0,0,0,M,0
1634,0,24,0,0,0,0
1634,69,29,0,0,0,0
1634,0,38,0,0,0,0
1830,0,37,0,0,F,0
1830,28,11,0,0,0,0
1830,0,3,0,0,0,0
2840,81,36,0,0,0,0
2840,92,36,0,0,0,0
2840,80,14,0,0,0,0
2044,53,0,0,0,0,0
2044,71,34,0,0,0,0
2044,76,11,0,0,0,0
2159,0,24,0,0,0,0
2159,69,29,0,0,0,0
2159,0,38,0,0,0,0
226,19,0,0,0,0,0
226,96,28,0,0,0,0
226,0,3,0,0,0,0
6530,81,36,0,0,0,0
6530,81,6,0,0,0,0
6530,29,35,0,0,0,0
3616,74,0,0,0,0,0
3616,65,0,0,0,F,0
3616,41,0,0,0,0,0
2454,0,37,0,0,F,0
2454,0,29,0,0,F,0
2454,0,3,0,0,0,0
2604,0,23,0,0,F,0
2604,0,19,0,0,F,0
2604,69,29,0,0,0,0
5455,61,0,0,0,M,0
5455,75,0,0,0,0,0
5455,66,0,0,0,M,0
911,55,0,0,0,0,0
911,34,0,0,0,M,0
911,37,0,0,0,0,0
6621,77,7,0,0,0,0
6621,79,27,0,0,0,0
6621,69,29,0,0,0,0
1292,23,37,0,0,0,0
1292,67,25,0,0,0,0
1292,0,5,0,0,0,0
4660,36,0,0,0,0,0
4660,45,0,0,0,M,0
4660,76,4,0,0,0,0
2346,62,37,0,0,0,0
2346,90,38,0,0,0,0
2346,0,3,0,0,0,0
3823,44,0,0,0,0,0
3823,68,0,0,0,M,0
3823,51,0,0,0,0,0
1263,61,6,0,0,0,0
1263,0,1,0,0,M,0
1263,63,0,0,0,M,0
6369,64,0,0,0,M,0
6369,36,0,0,0,0,0
6369,75,12,0,0,0,0
1175,61,6,0,0,0,0
1175,0,1,0,0,M,0
1175,63,0,0,0,M,0
2834,33,30,0,0,0,0
2834,92,36,0,0,0,0
2834,85,2,0,0,0,0
3635,74,0,0,0,0,0
3635,65,0,0,0,F,0
3635,41,0,0,0,0,0
2267,54,32,0,0,0,0
2267,23,16,0,0,0,0
2267,69,32,0,0,0,0
2457,54,32,0,0,0,0
2457,23,16,0,0,0,0
2457,0,28,0,0,F,0
4500,68,26,0,0,0,0
4500,71,34,0,0,0,0
4500,67,16,0,0,0,0
1551,56,2,0,0,0,0
1551,45,0,0,0,0,0
1551,71,0,0,0,0,0
2637,0,24,0,0,0,0
2637,54,15,0,0,0,0
2637,0,38,0,0,0,0
3640,0,18,0,0,0,0
3640,0,19,0,0,F,0
3640,0,3,0,0,0,0
6151,76,11,0,0,0,0
6151,55,3,0,0,0,0
6151,58,4,0,0,0,0
2965,48,13,0,0,0,0
2965,92,36,0,0,0,0
2965,29,35,0,0,0,0
4038,96,28,0,0,0,0
4038,21,23,0,0,0,0
4038,0,20,0,0,F,0
1289,77,0,0,0,0,0
1289,40,0,0,0,0,0
1289,72,28,0,0,0,0
4013,18,0,0,0,F,0
4013,31,16,0,0,0,0
4013,85,0,0,0,0,0
5650,19,23,0,0,0,0
5650,32,8,0,0,0,0
5650,56,9,0,0,0,0
1317,46,0,0,0,M,0
1317,75,31,0,0,0,0
1317,56,0,0,0,M,0
3296,35,19,0,0,0,0
3296,67,35,0,0,0,0
3296,30,31,0,0,0,0
1471,36,2,0,0,0,0
1471,72,0,0,0,F,0
1471,71,0,0,0,0,0
4591,35,19,0,0,0,0
4591,67,35,0,0,0,0
4591,30,31,0,0,0,0
6260,71,11,0,0,0,0
6260,55,3,0,0,0,0
6260,42,0,0,0,0,0
2872,74,33,0,0,0,0
2872,72,28,0,0,0,0
2872,70,0,0,0,0,0
1492,61,29,0,0,0,0
1492,29,19,0,0,0,0
1492,32,33,0,0,0,0
6556,95,27,0,0,0,0
6556,72,27,0,0,0,0
6556,72,0,0,0,F,0
5177,36,2,0,0,0,0
5177,56,0,0,0,M,0
5177,59,0,0,0,0,0
4521,36,0,0,0,0,0
4521,45,0,0,0,M,0
4521,76,4,0,0,0,0
812,55,0,0,0,0,0
812,77,7,0,0,0,0
812,37,0,0,0,0,0
1622,55,0,0,0,0,0
1622,71,0,0,0,F,0
1622,37,0,0,0,0,0
676,37,11,0,0,0,0
676,81,0,0,0,M,0
676,91,15,0,0,0,0
973,71,11,0,0,0,0
973,0,3,0,0,M,0
973,61,6,0,0,0,0
3485,0,18,0,0,0,0
3485,0,19,0,0,F,0
3485,0,3,0,0,0,0
216,39,0,0,0,M,0
216,63,0,0,0,M,0
216,45,0,0,0,0,0
4650,33,30,0,0,0,0
4650,92,36,0,0,0,0
4650,85,2,0,0,0,0
2644,81,36,0,0,0,0
2644,23,16,0,0,0,0
2644,88,0,0,0,F,0
5462,82,32,0,0,0,0
5462,20,10,0,0,0,0
5462,23,17,0,0,0,0
1378,61,29,0,0,0,0
1378,26,0,0,0,F,0
1378,0,32,0,0,F,0
5156,0,24,0,0,F,0
5156,0,38,0,0,F,0
5156,33,30,0,0,0,0
4522,46,18,0,0,0,0
4522,0,33,0,0,0,0
4522,0,27,0,0,0,0
1877,62,37,0,0,0,0
1877,90,38,0,0,0,0
1877,0,3,0,0,0,0
15,19,0,0,0,0,0
15,96,28,0,0,0,0
15,0,3,0,0,0,0
6550,54,32,0,0,0,0
6550,62,37,0,0,0,0
6550,0,28,0,0,F,0
4636,27,0,0,0,0,0
4636,38,0,0,0,M,0
4636,51,0,0,0,0,0
6226,81,0,0,0,0,0
6226,71,0,0,0,0,0
6226,42,0,0,0,0,0
323,0,32,0,0,M,0
323,90,38,0,0,0,0
323,61,34,0,0,0,0
2850,81,36,0,0,0,0
2850,46,18,0,0,0,0
2850,49,31,0,0,0,0
4484,75,0,0,0,0,0
4484,55,19,0,0,0,0
4484,72,27,0,0,0,0
1852,0,24,0,0,0,0
1852,69,29,0,0,0,0
1852,0,38,0,0,0,0
2460,62,37,0,0,0,0
2460,90,38,0,0,0,0
2460,0,3,0,0,0,0
5458,67,0,0,0,M,0
5458,54,0,0,0,M,0
5458,54,0,0,0,0,0
2264,0,24,0,0,0,0
2264,69,29,0,0,0,0
2264,0,38,0,0,0,0
1452,0,1,0,0,0,0
1452,53,3,0,0,0,0
1452,27,1,0,0,0,0
2505,33,32,0,0,0,0
2505,0,35,0,0,0,0
2505,31,0,0,0,0,0
7147,75,38,0,0,0,0
7147,64,19,0,0,0,0
7147,63,0,0,0,F,0
6283,0,16,0,0,M,0
6283,28,10,0,0,0,0
6283,0,38,0,0,0,0
1552,27,0,0,0,0,0
1552,45,0,0,0,0,0
1552,51,0,0,0,0,0
6975,36,0,0,0,0,0
6975,45,0,0,0,M,0
6975,76,4,0,0,0,0
3326,75,12,0,0,0,0
3326,62,0,0,0,0,0
3326,44,0,0,0,M,0
7042,46,0,0,0,0,0
7042,34,0,0,0,M,0
7042,84,0,0,0,M,0
756,20,10,0,0,0,0
756,42,26,0,0,0,0
756,90,0,0,0,M,0
5808,72,0,0,0,0,0
5808,72,26,0,0,0,0
5808,77,0,0,0,M,0
984,36,18,0,0,0,0
984,45,29,0,0,0,0
984,83,20,0,0,0,0
4745,27,0,0,0,0,0
4745,45,0,0,0,0,0
4745,56,0,0,0,0,0
5855,72,0,0,0,0,0
5855,72,26,0,0,0,0
5855,77,0,0,0,M,0
3920,81,36,0,0,0,0
3920,23,16,0,0,0,0
3920,88,0,0,0,F,0
1019,69,0,0,0,M,0
1019,40,0,0,0,M,0
1019,74,33,0,0,0,0
6637,69,31,0,0,0,0
6637,55,19,0,0,0,0
6637,79,27,0,0,0,0
5972,74,33,0,0,0,0
5972,75,0,0,0,0,0
5972,58,4,0,0,0,0
2848,81,36,0,0,0,0
2848,46,18,0,0,0,0
2848,49,31,0,0,0,0
4060,24,0,0,0,0,0
4060,75,2,0,0,0,0
4060,94,0,0,0,F,0
4909,27,0,0,0,0,0
4909,38,0,0,0,M,0
4909,51,0,0,0,0,0
5624,0,26,0,0,M,0
5624,40,23,0,0,0,0
5624,20,30,0,0,0,0
7143,57,33,0,0,0,0
7143,61,27,0,0,0,0
7143,76,0,0,0,F,0
5610,75,12,0,0,0,0
5610,62,0,0,0,0,0
5610,44,0,0,0,M,0
2567,69,9,0,0,0,0
2567,0,14,0,0,F,0
2567,62,37,0,0,0,0
670,45,29,0,0,0,0
670,86,21,0,0,0,0
670,28,25,0,0,0,0
4890,35,19,0,0,0,0
4890,67,35,0,0,0,0
4890,30,31,0,0,0,0
6128,54,15,0,0,0,0
6128,19,17,0,0,0,0
6128,0,4,0,0,0,0
2439,31,16,0,0,0,0
2439,0,8,0,0,F,0
2439,39,22,0,0,0,0
3576,19,0,0,0,0,0
3576,0,37,0,0,F,0
3576,0,3,0,0,0,0
3338,0,34,0,0,M,0
3338,24,38,0,0,0,0
3338,21,5,0,0,0,0
2075,81,36,0,0,0,0
2075,23,16,0,0,0,0
2075,88,0,0,0,F,0
244,0,18,0,0,0,0
244,39,22,0,0,0,0
244,0,3,0,0,0,0
3837,71,0,0,0,0,0
3837,46,5,0,0,0,0
3837,56,2,0,0,0,0
3795,92,0,0,0,M,0
3795,96,11,0,0,0,0
3795,31,0,0,0,M,0
5795,0,5,0,0,0,0
5795,76,11,0,0,0,0
5795,72,27,0,0,0,0
2420,0,24,0,0,0,0
2420,69,29,0,0,0,0
2420,0,38,0,0,0,0
6407,66,3,0,0,0,0
6407,0,5,0,0,0,0
6407,71,0,0,0,0,0
4742,36,0,0,0,0,0
4742,45,0,0,0,M,0
4742,76,4,0,0,0,0
49,94,0,0,0,F,0
49,46,29,0,0,0,0
49,20,33,0,0,0,0
4107,0,0,0,0,M,0
4107,66,3,0,0,0,0
4107,57,0,0,0,M,0
3020,53,0,0,0,M,0
3020,74,33,0,0,0,0
3020,53,0,0,0,0,0
1038,46,0,0,0,M,0
1038,56,0,0,0,0,0
1038,67,0,0,0,0,0
6894,76,4,0,0,0,0
6894,59,25,0,0,0,0
6894,64,1,0,0,0,0
176,54,0,0,0,0,0
176,63,0,0,0,M,0
176,27,1,0,0,0,0
2314,36,2,0,0,0,0
2314,71,0,0,0,F,0
2314,70,0,0,0,0,0
1889,29,10,0,0,0,0
1889,62,18,0,0,0,0
1889,62,37,0,0,0,0
6157,75,2,0,0,0,0
6157,81,0,0,0,0,0
6157,63,0,0,0,0,0
2453,52,2,0,0,0,0
2453,0,1,0,0,F,0
2453,76,11,0,0,0,0
1586,59,30,0,0,0,0
1586,62,37,0,0,0,0
1586,37,11,0,0,0,0
2024,74,0,0,0,0,0
2024,70,0,0,0,F,0
2024,41,0,0,0,0,0
1421,27,16,0,0,0,0
1421,39,21,0,0,0,0
1421,81,0,0,0,F,0
5705,0,8,0,0,F,0
5705,0,5,0,0,F,0
5705,79,27,0,0,0,0
4711,36,0,0,0,0,0
4711,45,0,0,0,M,0
4711,76,4,0,0,0,0
7116,80,6,0,0,0,0
7116,0,34,0,0,0,0
7116,0,30,0,0,F,0
151,33,32,0,0,0,0
151,0,16,0,0,M,0
151,20,25,0,0,0,0
3365,23,17,0,0,0,0
3365,0,27,0,0,0,0
3365,0,16,0,0,M,0
3229,0,5,0,0,0,0
3229,68,2,0,0,0,0
3229,0,5,0,0,M,0
3878,0,18,0,0,0,0
3878,0,19,0,0,F,0
3878,0,3,0,0,0,0
4498,79,10,0,0,0,0
4498,81,6,0,0,0,0
4498,18,18,0,0,0,0
2877,43,29,0,0,0,0
2877,95,25,0,0,0,0
2877,49,9,0,0,0,0
3345,71,11,0,0,0,0
3345,55,3,0,0,0,0
3345,42,0,0,0,0,0
5899,72,28,0,0,0,0
5899,71,0,0,0,0,0
5899,75,2,0,0,0,0
2329,0,24,0,0,0,0
2329,69,29,0,0,0,0
2329,0,38,0,0,0,0
3063,36,0,0,0,0,0
3063,45,0,0,0,M,0
3063,76,4,0,0,0,0
5191,54,0,0,0,0,0
5191,63,0,0,0,M,0
5191,27,1,0,0,0,0
4126,0,32,0,0,M,0
4126,90,38,0,0,0,0
4126,61,34,0,0,0,0
2664,76,0,0,0,F,0
2664,66,0,0,0,F,0
2664,70,0,0,0,0,0
7069,18,0,0,0,0,0
7069,55,19,0,0,0,0
7069,0,33,0,0,0,0
4843,48,13,0,0,0,0
4843,29,35,0,0,0,0
4843,46,18,0,0,0,0
3419,20,33,0,0,0,0
3419,62,18,0,0,0,0
3419,23,16,0,0,0,0
6255,20,0,0,0,0,0
6255,54,28,0,0,0,0
6255,0,33,0,0,0,0
4764,36,0,0,0,0,0
4764,45,0,0,0,M,0
4764,76,4,0,0,0,0
5953,88,6,0,0,0,0
5953,69,29,0,0,0,0
5953,0,6,0,0,M,0
275,0,5,0,0,0,0
275,0,1,0,0,M,0
275,39,4,0,0,0,0
6083,72,28,0,0,0,0
6083,69,0,0,0,M,0
6083,55,3,0,0,0,0
4737,24,8,0,0,0,0
4737,94,7,0,0,0,0
4737,0,10,0,0,0,0
4628,27,0,0,0,0,0
4628,45,0,0,0,0,0
4628,56,0,0,0,0,0
7175,75,38,0,0,0,0
7175,64,19,0,0,0,0
7175,63,0,0,0,F,0
6500,61,0,0,0,M,0
6500,75,0,0,0,0,0
6500,66,0,0,0,M,0
478,42,0,0,0,0,0
478,56,0,0,0,M,0
478,75,12,0,0,0,0
274,19,0,0,0,0,0
274,39,22,0,0,0,0
274,0,3,0,0,0,0
4335,18,18,0,0,0,0
4335,94,23,0,0,0,0
4335,0,37,0,0,0,0
1315,63,0,0,0,M,0
1315,63,0,0,0,0,0
1315,64,0,0,0,0,0
5366,59,0,0,0,M,0
5366,74,33,0,0,0,0
5366,53,0,0,0,0,0
4747,69,31,0,0,0,0
4747,19,23,0,0,0,0
4747,23,17,0,0,0,0
2030,96,28,0,0,0,0
2030,54,32,0,0,0,0
2030,29,10,0,0,0,0
3371,77,0,0,0,M,0
3371,71,0,0,0,0,0
3371,75,2,0,0,0,0
307,75,0,0,0,0,0
307,61,27,0,0,0,0
307,56,2,0,0,0,0
3107,43,5,0,0,0,0
3107,46,0,0,0,M,0
3107,61,0,0,0,0,0
6400,71,34,0,0,0,0
6400,72,0,0,0,0,0
6400,73,0,0,0,0,0
586,69,0,0,0,M,0
586,72,28,0,0,0,0
586,74,33,0,0,0,0
1152,68,9,0,0,0,0
1152,27,1,0,0,0,0
1152,72,26,0,0,0,0
4839,0,25,0,0,0,0
4839,0,16,0,0,M,0
4839,0,4,0,0,0,0
239,96,28,0,0,0,0
239,54,32,0,0,0,0
239,29,10,0,0,0,0
2827,45,0,0,0,0,0
2827,27,1,0,0,0,0
2827,90,0,0,0,0,0
