age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,is_recid,id
31.0,1,11.0,0,F,property crime,1,5038
91.0,26.0,0,0,F,obstruction of justice,0,6607
58.0,5,0,0,F,fraud and financial crime,0,6607
72.0,5,16.0,0,F,obstruction of justice,0,6607
36,32.0,0,0,F,property crime,1,4679
64.0,22.0,0,0,F,property crime,1,4679
36,10.0,18.0,0,F,property crime,1,4679
77.0,6,0,9.0,M,public order crime,0,7006
51.0,6,0,0,M,public order crime,0,7006
28,6,0,8.0,M,arrested but not charged,0,7006
41.0,1,0,0,F,arrested but not charged,0,500
55.0,1,0,0,F,arrested but not charged,0,500
70.0,1,0,0,F,arrested but not charged,0,500
79.0,1,0,0,F,arrested but not charged,1,607
66,28.0,0,7.0,F,arrested but not charged,1,607
83.0,1,18.0,0,F,arrested but not charged,1,607
23,1,0,13.0,M,property crime,0,4899
58.0,1,0,0,F,property crime,0,4899
23,1,0,0,F,violent crime,0,4899
53,30.0,0,13.0,M,violent crime,1,1731
19.0,0,0,0,M,violent crime,1,1731
53,21.0,0,0,M,violent crime,1,1731
76.0,8,0,2.0,F,property crime,0,4460
58.0,2.0,0,0,F,property crime,0,4460
76.0,8,0,0,F,property crime,0,4460
75.0,7,0,0,F,weapons-related crime,0,3119
48,7,0,11.0,F,violent crime,0,3119
71.0,11.0,0,0,F,weapons-related crime,0,3119
25,0,0,4.0,M,weapons-related crime,1,6659
25,36.0,3.0,0,M,obstruction of justice,1,6659
25,29.0,0,0,M,drug crime,1,6659
36,1,18.0,0,M,violent crime,1,2549
36,33.0,0,11.0,M,violent crime,1,2549
36,1,17.0,0,M,fraud and financial crime,1,2549
23.0,1,0,0,M,obstruction of justice,1,6869
84.0,1,0,0,F,obstruction of justice,1,6869
28.0,1,0,0,F,obstruction of justice,1,6869
70.0,5,0,0,F,obstruction of justice,0,46
46,5,12.0,6.0,F,obstruction of justice,0,46
46,0.0,14.0,0,F,obstruction of justice,0,46
63,32.0,0,0,M,violent crime,1,3881
63,15.0,0,0,M,public order crime,1,3881
63,12.0,0,0,F,public order crime,1,3881
83.0,2,0,0,F,violent crime,1,186
32,2,6.0,0,F,fraud and financial crime,1,186
84.0,2,0,13.0,F,violent crime,1,186
40.0,3,0,0,M,arrested but not charged,0,2415
45.0,3,0,0,M,weapons-related crime,0,2415
72.0,3,16.0,0,M,violent crime,0,2415
52.0,5,2.0,0,F,arrested but not charged,0,396
68.0,5,0,0,M,arrested but not charged,0,396
66.0,5,0,10.0,F,arrested but not charged,0,396
76.0,3.0,0,0,F,drug crime,0,6476
67.0,2,0,6.0,F,drug crime,0,6476
26,2,0,4.0,F,obstruction of justice,0,6476
62,32.0,0,0,M,violent crime,1,3912
62,15.0,0,0,M,public order crime,1,3912
62,12.0,0,0,F,public order crime,1,3912
44,34.0,0,8.0,M,public order crime,1,3499
44,16.0,0,0,M,drug crime,1,3499
44,6.0,18.0,0,M,public order crime,1,3499
71.0,11.0,0,0,M,public order crime,0,6568
67.0,2,0,0,M,arrested but not charged,0,6568
72.0,2,16.0,0,M,public order crime,0,6568
31,2,1,8.0,M,weapons-related crime,0,5687
40.0,2,1,0,M,property crime,0,5687
71.0,2,2.0,0,M,drug crime,0,5687
22,0,6.0,10.0,F,drug crime,1,5445
22,0,10.0,0,F,weapons-related crime,1,5445
18.0,0,5.0,0,F,drug crime,1,5445
59,9.0,0,0,F,drug crime,1,5829
35.0,0,7.0,0,F,drug crime,1,5829
47.0,34.0,0,0,F,drug crime,1,5829
77.0,9,0,0,M,fraud and financial crime,0,5472
31,1.0,0,0,F,fraud and financial crime,0,5472
77.0,9,0,9.0,F,fraud and financial crime,0,5472
90.0,1,0,0,F,arrested but not charged,1,505
55,33.0,0,11.0,F,arrested but not charged,1,505
55,18.0,0,1.0,F,arrested but not charged,1,505
70.0,2,0,0,M,violent crime,0,2618
35.0,2,0,0,M,violent crime,0,2618
47.0,2,0,0,M,violent crime,0,2618
64.0,10.0,0,0,F,violent crime,1,260
25.0,2,0,2.0,F,violent crime,1,260
35,2,13.0,0,F,fraud and financial crime,1,260
29,25.0,0,0,M,violent crime,1,2052
29,6.0,2.0,0,M,violent crime,1,2052
29,28.0,0,0,M,public order crime,1,2052
28,25.0,0,0,F,property crime,1,4876
28,33.0,0,0,F,property crime,1,4876
28,23.0,0,0,F,property crime,1,4876
76.0,11,0,2.0,F,property crime,0,3231
58.0,2.0,0,0,F,property crime,0,3231
76.0,11,0,0,F,property crime,0,3231
55,8.0,0,0,M,weapons-related crime,1,3562
55,10.0,0,0,M,obstruction of justice,1,3562
18.0,0,0,12.0,M,public order crime,1,3562
54.0,27.0,0,0,M,violent crime,1,4031
24,0,17.0,5.0,M,violent crime,1,4031
24,21.0,17.0,0,M,violent crime,1,4031
45,24.0,0,0,M,public order crime,1,3569
45,16.0,0,0,M,drug crime,1,3569
87.0,1,0,13.0,M,public order crime,1,3569
69.0,2,0,0,F,violent crime,0,331
31,2,0,13.0,F,violent crime,0,331
72.0,2,0,0,F,violent crime,0,331
57,8,0,12.0,M,arrested but not charged,0,3902
57,8,0,5.0,M,weapons-related crime,0,3902
57,0.0,0,0,F,public order crime,0,3902
51,8.0,0,2.0,M,public order crime,1,6824
51,28.0,0,0,M,property crime,1,6824
18.0,4,0,5.0,M,public order crime,1,6824
25,0,18.0,0,M,drug crime,1,5873
25,24.0,0,0,F,drug crime,1,5873
25,30.0,0,13.0,F,drug crime,1,5873
26,0,18.0,0,F,violent crime,1,232
26,14.0,0,0,F,obstruction of justice,1,232
26,20.0,17.0,0,F,violent crime,1,232
48,20,0,6.0,F,violent crime,0,6143
48,1.0,0,0,M,drug crime,0,6143
75.0,20,0,0,F,weapons-related crime,0,6143
27,24.0,0,0,F,property crime,1,3089
27,8.0,0,12.0,F,property crime,1,3089
27,0,9.0,0,F,drug crime,1,3089
25,0,18.0,0,M,drug crime,1,3307
25,24.0,0,0,F,drug crime,1,3307
25,30.0,0,13.0,F,drug crime,1,3307
35,29.0,0,0,F,arrested but not charged,1,723
35,2,15.0,0,F,violent crime,1,723
35,37.0,0,0,M,arrested but not charged,1,723
72.0,0,0,0,F,drug crime,0,5993
73.0,33.0,0,0,F,drug crime,0,5993
39.0,0,0,11.0,F,drug crime,0,5993
53.0,2,0,0,F,obstruction of justice,0,6881
27,0.0,0,0,F,weapons-related crime,0,6881
27,2,0,10.0,M,obstruction of justice,0,6881
92.0,14.0,0,0,M,violent crime,1,1805
23,2.0,0,11.0,M,violent crime,1,1805
18.0,0,5.0,0,M,violent crime,1,1805
92.0,1,0,0,M,violent crime,1,1631
86.0,1,0,0,M,violent crime,1,1631
50,24.0,0,0,M,violent crime,1,1631
44,26.0,0,0,M,violent crime,1,2050
44,3.0,5.0,0,M,violent crime,1,2050
26.0,6.0,0,0,M,violent crime,1,2050
33,3,0,10.0,F,fraud and financial crime,0,6180
58.0,2.0,0,0,F,drug crime,0,6180
77.0,3,0,0,F,weapons-related crime,0,6180
41,1,19.0,0,F,drug crime,1,6280
88.0,1,1.0,0,F,drug crime,1,6280
41,28.0,8.0,0,F,drug crime,1,6280
19.0,0,0,0,F,violent crime,1,177
49.0,35.0,0,0,F,violent crime,1,177
42,0,18.0,0,F,weapons-related crime,1,177
92.0,14.0,0,0,M,violent crime,1,2243
23,2.0,0,11.0,M,violent crime,1,2243
18.0,0,5.0,0,M,violent crime,1,2243
53.0,5,0,1,M,arrested but not charged,0,1394
68.0,5,9.0,1,M,arrested but not charged,0,1394
50.0,5,0,4.0,M,arrested but not charged,0,1394
47.0,3,0,0,F,obstruction of justice,0,4488
45.0,3,0,0,F,obstruction of justice,0,4488
72.0,3,0,0,F,obstruction of justice,0,4488
31,34.0,0,10.0,M,violent crime,1,1669
24.0,1,18.0,0,M,violent crime,1,1669
31,4.0,6.0,0,M,violent crime,1,1669
19.0,0,0,0,M,violent crime,1,1526
39,14.0,0,0,M,violent crime,1,1526
39,21.0,0,0,M,violent crime,1,1526
34.0,0,0,0,F,drug crime,0,5839
48.0,0,0,0,F,drug crime,0,5839
68.0,0,0,0,M,drug crime,0,5839
54,9.0,12.0,0,F,property crime,1,4781
23.0,1,0,0,F,property crime,1,4781
90.0,1,0,0,F,public order crime,1,4781
74.0,5,0,0,F,arrested but not charged,0,530
76.0,3.0,0,0,F,arrested but not charged,0,530
50.0,5,0,4.0,F,arrested but not charged,0,530
34,31.0,0,0,M,arrested but not charged,1,1941
34,30.0,0,0,M,violent crime,1,1941
34,34.0,0,10.0,M,violent crime,1,1941
23,0,7.0,0,F,fraud and financial crime,1,2905
23,13.0,0,0,F,property crime,1,2905
23,18.0,0,1.0,F,property crime,1,2905
75.0,11,0,0,F,public order crime,0,3703
75.0,11,0,2.0,F,public order crime,0,3703
72.0,23.0,0,0,F,public order crime,0,3703
36,13.0,0,0,M,property crime,1,2723
94.0,4,0,9.0,M,violent crime,1,2723
36,4,18.0,3.0,M,violent crime,1,2723
29,25.0,0,0,M,violent crime,1,2371
29,6.0,2.0,0,M,violent crime,1,2371
29,28.0,0,0,M,public order crime,1,2371
36,5.0,7.0,0,M,property crime,1,2998
36,13.0,0,11.0,M,property crime,1,2998
22.0,0,0,0,M,fraud and financial crime,1,2998
41,19,0,12.0,F,violent crime,0,3309
41,6.0,0,8.0,F,drug crime,0,3309
73.0,33.0,0,0,F,drug crime,0,3309
29,15.0,0,0,F,property crime,1,4923
91.0,26.0,0,0,F,property crime,1,4923
29,29.0,0,0,F,obstruction of justice,1,4923
35,13,0,10.0,F,violent crime,0,6001
35,2.0,0,0,F,drug crime,0,6001
35,6.0,0,8.0,F,drug crime,0,6001
71.0,6,0,2.0,F,drug crime,0,6188
76.0,6,0,0,F,public order crime,0,6188
58.0,2.0,0,0,F,drug crime,0,6188
59.0,0,0,0,F,property crime,0,1543
48.0,0,0,0,F,property crime,0,1543
76.0,0,0,0,F,public order crime,0,1543
19.0,0,0,0,M,violent crime,1,2191
44,14.0,0,0,M,violent crime,1,2191
44,21.0,0,0,M,violent crime,1,2191
24,0,18.0,0,F,drug crime,1,7053
24,19.0,11.0,0,F,fraud and financial crime,1,7053
24,0,12.0,0,F,public order crime,1,7053
76.0,8,0,0,F,drug crime,0,6021
72.0,8,0,0,F,drug crime,0,6021
76.0,6.0,0,0,F,drug crime,0,6021
43.0,14,0,4.0,F,arrested but not charged,0,803
30,2.0,0,0,F,arrested but not charged,0,803
74.0,19.0,0,0,F,arrested but not charged,0,803
56.0,3,0,2,F,property crime,0,4708
35.0,3,0,6.0,F,property crime,0,4708
73.0,3,0,2,F,property crime,0,4708
90.0,1,0,0,F,drug crime,1,4585
24,22.0,0,3.0,F,property crime,1,4585
24,36.0,0,0,F,violent crime,1,4585
39.0,2,0,11.0,M,violent crime,0,2056
29,2,4.0,12.0,M,violent crime,0,2056
35.0,2,0,1,M,violent crime,0,2056
34,15.0,0,0,F,property crime,1,5011
34,6.0,0,3.0,F,property crime,1,5011
34,29.0,0,0,F,obstruction of justice,1,5011
28,28.0,8.0,0,M,public order crime,1,6842
28,10.0,0,0,M,obstruction of justice,1,6842
28,21.0,0,0,M,public order crime,1,6842
29,15.0,0,0,F,property crime,1,4922
91.0,26.0,0,0,F,property crime,1,4922
29,29.0,0,0,F,obstruction of justice,1,4922
59.0,0,0,0,F,property crime,0,3038
48.0,0,0,0,F,property crime,0,3038
76.0,0,0,0,F,public order crime,0,3038
26,1,15.0,0,F,drug crime,1,933
26,1,12.0,0,F,public order crime,1,933
26,1,3.0,8.0,F,arrested but not charged,1,933
37,6,0,4.0,M,public order crime,0,4390
37,6,0,5.0,F,weapons-related crime,0,4390
37,6,0,9.0,F,obstruction of justice,0,4390
22.0,3,16.0,0,F,fraud and financial crime,1,3186
38,17.0,0,0,F,property crime,1,3186
30.0,3,0,0,F,arrested but not charged,1,3186
39.0,2,0,11.0,F,weapons-related crime,0,5794
31,2,0,13.0,M,weapons-related crime,0,5794
31,2,0,10.0,F,violent crime,0,5794
30,16.0,0,7.0,M,arrested but not charged,1,1486
19.0,24.0,0,0,M,arrested but not charged,1,1486
30,34.0,8.0,0,M,arrested but not charged,1,1486
40,26.0,0,0,F,public order crime,1,4378
40,5.0,7.0,0,F,public order crime,1,4378
40,2,9.0,2.0,F,public order crime,1,4378
50,38.0,6.0,0,M,violent crime,1,2048
50,15.0,0,0,M,violent crime,1,2048
50,16.0,0,0,M,violent crime,1,2048
19.0,0,0,0,F,violent crime,1,78
48,31.0,9.0,0,F,violent crime,1,78
48,0,18.0,0,F,weapons-related crime,1,78
78.0,4,0,2.0,F,public order crime,1,7092
46,14.0,14.0,0,F,public order crime,1,7092
94.0,21.0,0,0,F,public order crime,1,7092
24,31.0,0,5.0,M,violent crime,1,1581
93.0,1,0,4.0,M,violent crime,1,1581
47.0,34.0,0,0,M,violent crime,1,1581
27,30.0,0,13.0,M,public order crime,1,4047
27,14.0,14.0,0,M,public order crime,1,4047
83.0,7.0,0,0,M,public order crime,1,4047
57.0,36.0,0,0,F,drug crime,1,6435
35,22.0,0,0,F,arrested but not charged,1,6435
35,28.0,0,10.0,F,drug crime,1,6435
76.0,2,0,0,F,violent crime,0,4199
29,2,0,10.0,F,violent crime,0,4199
48.0,2,0,0,F,violent crime,0,4199
63,13.0,0,0,F,public order crime,1,4397
63,14.0,0,0,F,obstruction of justice,1,4397
18.0,2,5.0,0,F,public order crime,1,4397
92.0,14.0,0,0,M,violent crime,1,1809
23,2.0,0,11.0,M,violent crime,1,1809
18.0,0,5.0,0,M,violent crime,1,1809
19.0,0,0,0,M,violent crime,1,1904
39,14.0,0,0,M,violent crime,1,1904
39,21.0,0,0,M,violent crime,1,1904
37,1,18.0,0,M,violent crime,1,1930
37,1,14.0,1.0,M,violent crime,1,1930
94.0,1,0,9.0,M,violent crime,1,1930
33,3,0,8.0,M,weapons-related crime,0,6983
58.0,3,0,0,M,fraud and financial crime,0,6983
53.0,3,0,0,M,drug crime,0,6983
29,25.0,0,0,M,violent crime,1,2177
29,6.0,2.0,0,M,violent crime,1,2177
29,28.0,0,0,M,public order crime,1,2177
75.0,7,0,2.0,F,drug crime,0,5936
41,5.0,0,9.0,F,drug crime,0,5936
41,7,0,9.0,F,obstruction of justice,0,5936
30,10.0,0,0,F,property crime,1,3050
30,5.0,7.0,0,F,property crime,1,3050
30,1,9.0,0,M,property crime,1,3050
54.0,6,0,0,F,fraud and financial crime,0,7073
76.0,6,0,2.0,F,fraud and financial crime,0,7073
24,0.0,0,0,M,fraud and financial crime,0,7073
40.0,4,1,0,F,arrested but not charged,0,1164
76.0,4,1,0,F,public order crime,0,1164
58.0,2.0,1,0,F,arrested but not charged,0,1164
54,1.0,7.0,0,F,drug crime,0,6356
76.0,21,0,0,F,drug crime,0,6356
74.0,21,0,0,F,drug crime,0,6356
51,5.0,0,0,F,public order crime,0,5947
51,0.0,0,0,M,drug crime,0,5947
51,7,14.0,0,F,fraud and financial crime,0,5947
25,0.0,0,0,F,weapons-related crime,0,4627
69.0,2,0,0,F,fraud and financial crime,0,4627
67.0,2,0,0,F,obstruction of justice,0,4627
27,24.0,0,0,F,property crime,1,4832
27,8.0,0,12.0,F,property crime,1,4832
27,0,9.0,0,F,drug crime,1,4832
58.0,0,0,0,M,property crime,0,2999
34.0,0,0,0,M,property crime,0,2999
55.0,0,0,4.0,M,property crime,0,2999
24,31.0,0,5.0,M,violent crime,1,2064
93.0,1,0,4.0,M,violent crime,1,2064
47.0,34.0,0,0,M,violent crime,1,2064
34,23.0,0,0,F,property crime,1,1115
34,5,1.0,0,F,drug crime,1,1115
34,5,8.0,0,F,violent crime,1,1115
65.0,1,0,1,M,property crime,0,3084
44.0,1,3.0,1,M,property crime,0,3084
65.0,1,0,1,F,property crime,0,3084
65.0,5,0,0,F,property crime,0,5299
53,5,0,0,M,weapons-related crime,0,5299
67.0,5,0,0,M,property crime,0,5299
77.0,8,0,0,M,weapons-related crime,0,1498
33,6.0,0,8.0,M,violent crime,0,1498
33,2.0,0,11.0,M,violent crime,0,1498
22,0,6.0,10.0,F,drug crime,1,6281
22,0,10.0,0,F,weapons-related crime,1,6281
18.0,0,5.0,0,F,drug crime,1,6281
41,38.0,0,0,M,property crime,1,2856
93.0,1,15.0,0,F,property crime,1,2856
41,1,16.0,1.0,F,property crime,1,2856
23,0,7.0,0,F,fraud and financial crime,1,4676
23,13.0,0,0,F,property crime,1,4676
23,18.0,0,1.0,F,property crime,1,4676
59.0,0,0,0,F,property crime,0,5060
48.0,0,0,0,F,property crime,0,5060
76.0,0,0,0,F,public order crime,0,5060
52,19.0,0,0,F,violent crime,1,2291
23.0,4,0,6.0,M,violent crime,1,2291
52,5.0,7.0,0,M,violent crime,1,2291
28,15.0,0,0,M,violent crime,1,3289
28,15.0,0,0,F,violent crime,1,3289
28,28.0,0,0,M,fraud and financial crime,1,3289
92.0,5,0,0,F,public order crime,1,3664
92.0,6.0,0,0,F,public order crime,1,3664
50,34.0,0,8.0,F,public order crime,1,3664
77.0,9,0,0,M,weapons-related crime,0,2523
33,6.0,0,8.0,M,violent crime,0,2523
33,2.0,0,11.0,M,violent crime,0,2523
26,1,15.0,0,F,drug crime,1,765
26,1,12.0,0,F,public order crime,1,765
26,1,3.0,8.0,F,arrested but not charged,1,765
74.0,19.0,0,0,F,property crime,0,3223
68.0,3,0,0,M,property crime,0,3223
30,3,0,6.0,F,fraud and financial crime,0,3223
40,10,0,10.0,F,arrested but not charged,0,4461
76.0,10,0,0,F,public order crime,0,4461
40,2.0,0,0,F,arrested but not charged,0,4461
64.0,10.0,0,0,F,violent crime,1,89
36,26.0,10.0,0,F,violent crime,1,89
36,2,13.0,0,F,fraud and financial crime,1,89
31,3,0,10.0,M,violent crime,0,3561
58.0,3,0,0,M,fraud and financial crime,0,3561
49.0,3,0,3.0,M,public order crime,0,3561
82.0,24,1,3,F,obstruction of justice,0,3697
76.0,6.0,1,3,F,public order crime,0,3697
70.0,24,1,3,F,public order crime,0,3697
62.0,5,0,0,F,drug crime,0,6217
68,5,0,5.0,F,drug crime,0,6217
58.0,5,0,0,F,drug crime,0,6217
39,29.0,0,0,F,arrested but not charged,1,1284
39,5.0,7.0,0,F,arrested but not charged,1,1284
39,17.0,0,0,F,drug crime,1,1284
35,16.0,0,12.0,F,violent crime,1,276
35,6.0,18.0,0,F,violent crime,1,276
35,19.0,0,0,F,violent crime,1,276
20.0,0,0,7.0,M,violent crime,1,1962
21,21.0,0,0,M,property crime,1,1962
21,28.0,0,3.0,M,violent crime,1,1962
26,0.0,0,0,F,weapons-related crime,0,3047
69.0,2,0,0,F,fraud and financial crime,0,3047
67.0,2,0,0,F,obstruction of justice,0,3047
41,3.0,0,0,F,obstruction of justice,1,4014
41,23.0,0,0,F,property crime,1,4014
41,24.0,0,0,F,property crime,1,4014
29,26.0,0,0,F,violent crime,1,5465
29,1,6.0,0,F,fraud and financial crime,1,5465
29,8.0,0,12.0,F,fraud and financial crime,1,5465
19.0,0,0,0,F,violent crime,1,195
49.0,35.0,0,0,F,violent crime,1,195
47,0,18.0,0,F,weapons-related crime,1,195
30,25.0,0,0,M,violent crime,1,1659
30,4.0,6.0,0,M,violent crime,1,1659
30,28.0,0,0,M,public order crime,1,1659
47.0,34.0,0,0,M,violent crime,1,1880
62,38.0,0,0,M,violent crime,1,1880
62,21.0,0,0,M,violent crime,1,1880
22,0,17.0,0,M,obstruction of justice,1,2055
22,0,9.0,4.0,M,violent crime,1,2055
22,0,12.0,6.0,M,violent crime,1,2055
29,15.0,0,1.0,M,public order crime,1,3963
29,16.0,0,12.0,M,public order crime,1,3963
29,0,6.0,6.0,M,public order crime,1,3963
77.0,13,4,0,F,weapons-related crime,0,955
59.0,13,4,0,M,arrested but not charged,0,955
69.0,13,4,2.0,F,arrested but not charged,0,955
28,3,0,12.0,F,fraud and financial crime,0,669
60.0,3,0,1.0,F,arrested but not charged,0,669
72.0,3,16.0,0,F,arrested but not charged,0,669
35,7,0,12.0,M,obstruction of justice,0,6608
88.0,7,0,11.0,F,obstruction of justice,0,6608
71.0,7,0,2.0,F,obstruction of justice,0,6608
58,37.0,0,10.0,F,public order crime,1,4119
83.0,1,0,0,F,obstruction of justice,1,4119
58,11.0,0,11.0,F,public order crime,1,4119
76.0,7,0,0,F,property crime,0,2817
72.0,7,0,0,F,property crime,0,2817
60.0,0.0,0,0,F,property crime,0,2817
43.0,11,0,4.0,M,arrested but not charged,0,1347
72.0,11,16.0,0,M,arrested but not charged,0,1347
72.0,28.0,0,0,M,arrested but not charged,0,1347
73.0,8,0,0,F,property crime,0,5006
76.0,8,0,0,F,property crime,0,5006
76.0,6.0,0,0,F,property crime,0,5006
73.0,33.0,0,2,F,violent crime,0,3275
74.0,10,0,2,F,violent crime,0,3275
32,1.0,0,2,F,violent crime,0,3275
56,27.0,18.0,0,F,drug crime,0,6414
56,0.0,14.0,0,F,drug crime,0,6414
56,3.0,0,0,F,drug crime,0,6414
22,38.0,6.0,0,F,property crime,1,1548
22,33.0,0,0,F,obstruction of justice,1,1548
22,13.0,0,11.0,F,property crime,1,1548
54.0,27.0,0,0,M,violent crime,1,2653
25,0,17.0,5.0,M,violent crime,1,2653
25,21.0,17.0,0,M,violent crime,1,2653
29,15.0,0,0,F,property crime,1,6724
91.0,26.0,0,0,F,property crime,1,6724
29,29.0,0,0,F,obstruction of justice,1,6724
52,11.0,0,11.0,F,property crime,1,4971
52,30.0,0,0,F,property crime,1,4971
52,14.0,14.0,0,F,property crime,1,4971
54.0,27.0,0,0,M,violent crime,1,1911
27,0,17.0,5.0,M,violent crime,1,1911
27,21.0,17.0,0,M,violent crime,1,1911
66.0,6,1,10.0,F,arrested but not charged,0,493
39.0,6,0.0,1,F,arrested but not charged,0,493
45.0,6,1,1,F,arrested but not charged,0,493
52.0,3,2.0,0,M,public order crime,0,6838
66.0,3,0,0,M,public order crime,0,6838
50.0,3,0,4.0,M,public order crime,0,6838
25,1,11.0,0,F,obstruction of justice,1,6458
18.0,1,0,0,F,drug crime,1,6458
25,1,5.0,0,F,weapons-related crime,1,6458
65.0,1,0,1,F,property crime,0,6716
67.0,1,0,1,F,arrested but not charged,0,6716
34.0,1,0,1,F,obstruction of justice,0,6716
41.0,1,0,0,F,arrested but not charged,0,464
55.0,1,0,0,F,arrested but not charged,0,464
70.0,1,0,0,F,arrested but not charged,0,464
31,0.0,6.0,0,M,violent crime,0,4034
77.0,7,0,9.0,M,violent crime,0,4034
71.0,7,2.0,0,M,violent crime,0,4034
24,19.0,9.0,0,F,arrested but not charged,1,476
30.0,1,16.0,0,F,arrested but not charged,1,476
24,1,3.0,8.0,F,arrested but not charged,1,476
74.0,5,0,0,F,arrested but not charged,0,418
76.0,3.0,0,0,F,arrested but not charged,0,418
50.0,5,0,4.0,F,arrested but not charged,0,418
76.0,3,0,1,M,violent crime,0,1957
45.0,3,0,1,M,weapons-related crime,0,1957
47.0,3,0,1,M,fraud and financial crime,0,1957
59,28.0,0,7.0,F,arrested but not charged,1,434
60.0,10,7.0,0,F,arrested but not charged,1,434
67.0,10,0,0,F,obstruction of justice,1,434
76.0,21,2,1,F,weapons-related crime,0,5571
70.0,21,2,1,F,weapons-related crime,0,5571
71.0,21,2,2.0,F,weapons-related crime,0,5571
61.0,5,0,6.0,F,drug crime,0,6235
32,5,0,6.0,F,fraud and financial crime,0,6235
32,5,0,5.0,F,violent crime,0,6235
59.0,0,0,0,F,property crime,0,1563
48.0,0,0,0,F,property crime,0,1563
76.0,0,0,0,F,public order crime,0,1563
82.0,4,12.0,0,M,arrested but not charged,1,1396
37,14.0,0,0,M,arrested but not charged,1,1396
37,9.0,0,0,F,arrested but not charged,1,1396
75.0,6,1,2.0,F,drug crime,0,6366
49.0,6,1,0,F,drug crime,0,6366
71.0,6,2.0,0,F,drug crime,0,6366
53,37.0,0,0,M,arrested but not charged,1,718
24.0,2,13.0,0,F,arrested but not charged,1,718
26.0,6.0,0,0,F,arrested but not charged,1,718
48,1.0,7.0,0,F,property crime,1,4780
29.0,2,0,0,F,weapons-related crime,1,4780
48,23.0,0,0,F,obstruction of justice,1,4780
77.0,12,0,0,F,weapons-related crime,0,5062
76.0,3.0,0,0,F,property crime,0,5062
38,2.0,0,2.0,F,property crime,0,5062
24,0,13.0,0,F,public order crime,1,6646
24,34.0,0,10.0,F,obstruction of justice,1,6646
24,34.0,8.0,0,F,obstruction of justice,1,6646
28,15.0,0,0,M,violent crime,1,1827
28,15.0,0,0,F,violent crime,1,1827
28,28.0,0,0,M,fraud and financial crime,1,1827
19.0,0,0,0,M,violent crime,1,2286
44,14.0,0,0,M,violent crime,1,2286
44,21.0,0,0,M,violent crime,1,2286
55,10.0,0,0,F,violent crime,1,109
55,24.0,0,11.0,F,violent crime,1,109
55,26.0,6.0,0,F,violent crime,1,109
40,12.0,0,0,F,public order crime,1,3498
40,23.0,0,0,M,public order crime,1,3498
94.0,7.0,0,0,M,public order crime,1,3498
53,9.0,0,0,F,drug crime,1,5815
53,4.0,7.0,0,F,drug crime,1,5815
29.0,30.0,0,0,F,drug crime,1,5815
67.0,4,0,0,F,arrested but not charged,0,7024
30,0.0,0,0,M,property crime,0,7024
60.0,4,0,0,F,arrested but not charged,0,7024
61.0,1,0,1,M,arrested but not charged,0,469
55.0,1,0,4.0,F,arrested but not charged,0,469
49.0,1,0,1,F,obstruction of justice,0,469
70.0,5,14.0,0,F,fraud and financial crime,0,3198
55.0,5,0,0,F,weapons-related crime,0,3198
83.0,5,0,12.0,F,fraud and financial crime,0,3198
41,34.0,0,0,F,arrested but not charged,1,1143
41,28.0,0,0,F,property crime,1,1143
41,0,18.0,0,F,weapons-related crime,1,1143
25,14.0,0,0,F,obstruction of justice,1,249
25,10.0,0,11.0,F,violent crime,1,249
25,1,5.0,8.0,F,violent crime,1,249
20.0,2,0,7.0,F,arrested but not charged,1,370
40,25.0,0,7.0,F,arrested but not charged,1,370
40,34.0,8.0,0,F,arrested but not charged,1,370
29,2,20.0,5.0,F,arrested but not charged,1,899
91.0,2,0,0,F,arrested but not charged,1,899
27.0,2,0,8.0,F,arrested but not charged,1,899
22,10.0,0,13.0,F,violent crime,1,104
22,0,20.0,5.0,F,violent crime,1,104
22,28.0,0,0,F,property crime,1,104
52,7,8.0,12.0,F,obstruction of justice,0,6620
52,7,0,13.0,F,obstruction of justice,0,6620
52,7,0,12.0,M,obstruction of justice,0,6620
67.0,4,0,0,F,arrested but not charged,0,6358
29,0.0,0,0,M,drug crime,0,6358
60.0,4,0,0,F,arrested but not charged,0,6358
56,24.0,0,0,F,property crime,1,5205
56,16.0,0,0,F,violent crime,1,5205
56,38.0,0,0,F,violent crime,1,5205
27,30.0,0,13.0,M,public order crime,1,4000
27,14.0,14.0,0,M,public order crime,1,4000
83.0,7.0,0,0,M,public order crime,1,4000
90.0,2,0,0,M,drug crime,1,5987
28.0,2,0,0,F,drug crime,1,5987
23.0,25.0,0,0,F,drug crime,1,5987
20.0,0,0,7.0,M,violent crime,1,1679
21,21.0,0,0,M,property crime,1,1679
21,28.0,0,3.0,M,violent crime,1,1679
77.0,13,1,0,M,public order crime,0,6560
42,13,1,10.0,M,violent crime,0,6560
40.0,13,1,0,M,arrested but not charged,0,6560
51.0,5,0,0,F,violent crime,0,56
32,5,0,0,M,arrested but not charged,0,56
60.0,0.0,0,0,F,violent crime,0,56
67.0,5,0,6.0,F,property crime,0,4828
40,0.0,14.0,0,F,property crime,0,4828
40,5,11.0,8.0,F,property crime,0,4828
69.0,3,0,0,F,property crime,0,2873
53.0,3,0,0,F,drug crime,0,2873
50.0,3,0,0,F,property crime,0,2873
50.0,6,0,0,M,public order crime,0,6843
26,6,0,6.0,M,fraud and financial crime,0,6843
54.0,27.0,0,0,M,public order crime,0,6843
