session_id,response_id,treatment,defendant_id,defendant_race,defendant_age,defendant_sex,defendant_priors,defendant_juv_fel_count,defendant_juv_misd_count,defendant_charge_degree,defendant_offense_type,task_order,ra_score,participant_score,participant_gender,participant_age,participant_degree,participant_ethnicity,participant_politics,actual_outcome,influence,deviation,task_sub_time
37FMASSAYCRAE9PMBXUQH41UHWBBIE,e30bced7-da90-4280-8f82-523fe9820c73,4,4728,Caucasian,29,male,2,0,0,F,property crime,4,6,7,female,5,5,Caucasian,Republican,0,1.588235294,1,41:45.4
37FMASSAYCRAE9PMBXUQH41UHWBBIE,142b90fd-056b-4d4a-abb7-2913bc6d61ac,4,6933,African-American,48,female,0,0,0,F,obstruction of justice,5,2,0,female,5,5,Caucasian,Republican,1,3.285714286,-2,42:01.2
37FMASSAYCRAE9PMBXUQH41UHWBBIE,886df315-cb53-43cc-ad16-60eb9a3848e7,4,3115,African-American,23,male,2,0,0,F,weapons-related crime,6,7,6,female,5,5,Caucasian,Republican,1,0.454545455,-1,42:13.6
37FMASSAYCRAE9PMBXUQH41UHWBBIE,630b8030-337b-42f5-9aff-5bb233da2e0d,4,5815,Caucasian,53,male,0,0,0,F,drug crime,7,2,1,female,5,5,Caucasian,Republican,1,,-1,42:25.4
37FMASSAYCRAE9PMBXUQH41UHWBBIE,f02ab015-7171-43c9-8d02-a3dc116196d8,4,5477,Caucasian,21,male,3,0,2,F,fraud and financial crime,8,7,5,female,5,5,Caucasian,Republican,1,0.166666667,-2,42:37.7
37FMASSAYCRAE9PMBXUQH41UHWBBIE,70924355-5360-44b7-87c1-0c5c2752444f,4,2329,African-American,38,male,0,0,0,M,violent crime,9,2,1,female,5,5,Caucasian,Republican,0,1.833333333,-1,42:47.3
37FMASSAYCRAE9PMBXUQH41UHWBBIE,a077211a-b845-4965-b72b-5321d270321f,4,2326,African-American,24,male,2,0,0,M,violent crime,10,6,5,female,5,5,Caucasian,Republican,1,0.551724138,-1,42:58.7
37FMASSAYCRAE9PMBXUQH41UHWBBIE,45082e53-b8b7-49b1-863a-385554e916ad,4,5953,Caucasian,59,male,1,0,0,F,drug crime,11,3,3,female,5,5,Caucasian,Republican,1,1,0,43:08.4
37FMASSAYCRAE9PMBXUQH41UHWBBIE,8da25106-c442-4413-8c4b-8535b4eda2cd,4,5597,African-American,25,male,15,0,3,F,drug crime,12,9,9,female,5,5,Caucasian,Republican,1,1,0,43:18.6
37FMASSAYCRAE9PMBXUQH41UHWBBIE,92771399-2866-442a-b265-cf348e180981,4,2004,Caucasian,51,male,0,0,0,M,violent crime,13,2,1,female,5,5,Caucasian,Republican,0,2.428571429,-1,43:27.7
37FMASSAYCRAE9PMBXUQH41UHWBBIE,1ddef733-8641-448b-81dc-bedb3792f7fc,4,5269,African-American,21,male,0,0,0,M,property crime,14,5,1,female,5,5,Caucasian,Republican,1,-0.411764706,-4,43:35.8
37FMASSAYCRAE9PMBXUQH41UHWBBIE,d9ba118d-288e-4d77-99a3-cba2a4b9b8f6,4,193,African-American,33,female,5,0,0,F,violent crime,15,6,7,female,5,5,Caucasian,Republican,0,,1,43:45.8
37FMASSAYCRAE9PMBXUQH41UHWBBIE,bf96931a-fce9-4faa-aa7b-fa0f09192396,4,6484,Caucasian,45,male,5,0,0,F,drug crime,16,5,6,female,5,5,Caucasian,Republican,1,,1,43:55.5
37FMASSAYCRAE9PMBXUQH41UHWBBIE,07dd58f3-0ff8-42f4-bf4f-ca490a5bcd88,4,46,African-American,46,male,5,0,0,F,obstruction of justice,17,5,6,female,5,5,Caucasian,Republican,1,-0.333333333,1,44:04.8
37FMASSAYCRAE9PMBXUQH41UHWBBIE,32b2f916-0d32-4f20-8efc-74c78d92488e,4,1736,Caucasian,32,male,2,0,0,M,violent crime,18,5,4,female,5,5,Caucasian,Republican,1,,-1,44:12.9
37FMASSAYCRAE9PMBXUQH41UHWBBIE,b4c67959-8d42-406f-9934-52554795c39b,4,3839,African-American,27,male,10,0,0,F,public order crime,19,9,9,female,5,5,Caucasian,Republican,1,1,0,44:25.6
37FMASSAYCRAE9PMBXUQH41UHWBBIE,63cd4cc1-e558-42d1-b6b1-9eeb501d4eaf,4,6458,African-American,25,male,1,0,0,F,drug crime,20,5,2,female,5,5,Caucasian,Republican,1,,-3,44:36.3
37FMASSAYCRAE9PMBXUQH41UHWBBIE,31a39dbc-71bb-496f-bf47-372d7b6469fa,4,3636,Caucasian,56,male,0,0,0,M,public order crime,21,1,1,female,5,5,Caucasian,Republican,0,1,0,44:46.8
37FMASSAYCRAE9PMBXUQH41UHWBBIE,218c8995-4f0b-40a1-b85a-5b3346e1c1ec,4,1446,African-American,34,male,19,0,6,M,arrested but not charged,22,9,9,female,5,5,Caucasian,Republican,0,1,0,44:58.5
37FMASSAYCRAE9PMBXUQH41UHWBBIE,bbd170e7-37e9-43bb-8e13-e4be38a7075e,4,6181,Caucasian,28,female,0,0,0,F,drug crime,23,3,1,female,5,5,Caucasian,Republican,0,2.666666667,-2,45:05.9
37FMASSAYCRAE9PMBXUQH41UHWBBIE,8a1694ba-83eb-4f55-a72d-c2ee8c9cebcf,4,5829,Caucasian,59,male,0,0,0,F,drug crime,24,2,1,female,5,5,Caucasian,Republican,0,1.764705882,-1,45:13.2
37FMASSAYCRAE9PMBXUQH41UHWBBIE,b3c5fbf9-42f2-40d6-a75d-dfdd4dcd8d30,4,3664,Caucasian,50,male,5,0,0,F,public order crime,25,4,6,female,5,5,Caucasian,Republican,1,-0.111111111,2,45:23.9
37FMASSAYCRAE9PMBXUQH41UHWBBIE,06e2c418-7c58-4d4f-8995-b11104f05566,4,4867,Caucasian,27,male,5,0,0,F,property crime,26,8,6,female,5,5,Caucasian,Republican,0,-0.857142857,-2,45:52.8
37FMASSAYCRAE9PMBXUQH41UHWBBIE,fd45772a-0fb9-4e69-a241-f1f21e3831db,4,5709,African-American,35,male,2,0,0,M,drug crime,27,5,3,female,5,5,Caucasian,Republican,0,2.076923077,-2,46:02.1
37FMASSAYCRAE9PMBXUQH41UHWBBIE,f772e426-3c7d-4364-a9c5-996e80c60112,4,6621,Caucasian,25,male,5,0,0,F,obstruction of justice,28,8,5,female,5,5,Caucasian,Republican,1,-0.333333333,-3,46:09.7
37FMASSAYCRAE9PMBXUQH41UHWBBIE,90a70899-f39d-4496-9a65-ea2ec959f2ba,4,5202,African-American,28,male,11,0,0,F,violent crime,29,8,9,female,5,5,Caucasian,Republican,1,,1,46:17.0
37FMASSAYCRAE9PMBXUQH41UHWBBIE,a870df65-5446-4c59-8b84-4c62408cf686,4,4230,Caucasian,45,male,1,0,0,F,violent crime,30,3,2,female,5,5,Caucasian,Republican,1,1.461538462,-1,46:25.6
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,cb77e34c-8bb6-45a8-bec6-790bbf7e506b,5,1446,African-American,34,male,19,0,6,M,arrested but not charged,1,9,6,female,2,7,Asian,Democrat,0,-2.5,-3,56:10.4
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,14910edd-44ce-4244-b4b5-87fbce8c8fc8,5,2644,African-American,24,female,1,0,0,M,violent crime,2,4,4,female,2,7,Asian,Democrat,1,,0,56:18.1
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,b66971b0-af61-49f4-bb92-e08b8a363584,5,6181,Caucasian,28,female,0,0,0,F,drug crime,3,3,5,female,2,7,Asian,Democrat,0,-0.666666667,2,56:23.4
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,04fbe614-ded9-4c84-9daa-87953a1617ab,5,5855,African-American,45,male,6,0,0,F,drug crime,4,6,7,female,2,7,Asian,Democrat,0,-0.142857143,1,56:30.7
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,7f2519f0-0e2d-40a2-834c-9a2358defe7f,5,5177,Caucasian,30,male,3,0,0,F,violent crime,5,7,7,female,2,7,Asian,Democrat,0,1,0,56:38.7
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,b5b52328-3bbc-424d-8365-a79f5fb6616f,5,2229,African-American,20,female,0,0,0,M,violent crime,6,7,5,female,2,7,Asian,Democrat,0,-0.294117647,-2,56:45.8
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,d009647c-a566-4b1d-82f4-fe9bcb49fbc9,5,3402,African-American,38,male,8,1,0,M,public order crime,7,7,5,female,2,7,Asian,Democrat,0,-0.5,-2,56:56.9
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,7cb99ed5-6c91-45b0-a300-747303ffd65b,5,4094,African-American,45,female,2,0,0,F,public order crime,8,3,5,female,2,7,Asian,Democrat,0,,2,57:05.2
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,cb870b8a-1cfd-487e-8b33-dbf433e1a09f,5,1175,African-American,30,male,10,0,0,F,arrested but not charged,9,8,5,female,2,7,Asian,Democrat,1,,-3,57:14.8
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,bfb3518c-5fb2-4a86-9c64-9be15df49744,5,1709,African-American,28,male,10,0,0,M,violent crime,10,8,5,female,2,7,Asian,Democrat,1,-3.2,-3,57:34.1
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,58b8fc00-2545-431b-9710-a48915e20a65,5,4095,African-American,23,male,5,0,0,F,public order crime,11,7,7,female,2,7,Asian,Democrat,1,1,0,57:43.5
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,53009d36-400b-4111-b49d-67c04c3a3db9,5,2375,Caucasian,51,female,1,0,0,M,violent crime,12,3,7,female,2,7,Asian,Democrat,0,-1.352941176,4,57:54.7
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,950977ac-aa64-4910-ac72-63b7b92e0544,5,56,African-American,32,female,5,0,0,F,violent crime,13,6,7,female,2,7,Asian,Democrat,0,,1,58:16.6
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,f7fc7650-559e-43f5-9b3d-d2f72d188e04,5,2951,African-American,21,male,0,0,0,F,property crime,14,5,5,female,2,7,Asian,Democrat,1,1,0,58:25.9
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,6c1421a0-a793-4aeb-9068-0d9d4043034c,5,6785,Caucasian,62,male,2,0,0,F,drug crime,15,4,5,female,2,7,Asian,Democrat,0,-5.55E-16,1,58:35.3
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,a1f5922c-0409-4faf-9f96-ed5f071c16e3,5,607,Caucasian,66,male,1,0,0,F,arrested but not charged,16,2,4,female,2,7,Asian,Democrat,0,-1.444444444,2,58:44.5
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,a44f9ff7-8104-41fe-a7b2-59260e14488b,5,298,African-American,39,male,6,0,0,F,violent crime,17,5,7,female,2,7,Asian,Democrat,1,,2,58:52.7
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,8b0de3b9-9e52-4778-af36-24e9133be8ab,5,2024,African-American,33,female,3,0,0,M,violent crime,18,6,6,female,2,7,Asian,Democrat,0,,0,58:57.9
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,b52ad6b9-664a-4378-8a94-11c661edff6b,5,3232,Caucasian,22,male,6,0,0,F,property crime,19,8,6,female,2,7,Asian,Democrat,1,,-2,59:02.7
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,cab9131b-2e68-4389-a728-71a53e06a723,5,2207,African-American,46,male,1,0,0,M,violent crime,20,3,5,female,2,7,Asian,Democrat,1,-0.333333333,2,59:08.2
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,88574f38-cbbb-40a1-88c8-297d058b54e4,5,6397,African-American,52,male,17,0,0,F,drug crime,21,8,8,female,2,7,Asian,Democrat,1,1,0,59:14.6
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,2c9b94b5-0288-44b9-a108-56ec0839c770,5,5183,Caucasian,40,male,5,0,0,F,violent crime,22,5,6,female,2,7,Asian,Democrat,0,0.076923077,1,59:20.2
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,fbbd8b77-3611-4667-a542-6b418d1fb6c5,5,5374,African-American,55,female,1,0,0,F,drug crime,23,3,5,female,2,7,Asian,Democrat,0,-1,2,59:24.6
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,6f461060-b59a-432c-a99c-c06be6eb7be9,5,5921,Caucasian,26,male,3,0,0,F,drug crime,24,7,6,female,2,7,Asian,Democrat,1,,-1,59:29.0
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,b53b1a09-a834-4ccb-9578-1b599e3fe5af,5,4047,African-American,27,male,1,0,0,M,public order crime,25,4,6,female,2,7,Asian,Democrat,0,,2,59:33.1
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,d7f3dc00-6db6-4ec4-a133-c9daacf9d0f4,5,3231,African-American,30,female,11,0,0,F,property crime,26,9,8,female,2,7,Asian,Democrat,1,0.6,-1,59:38.1
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,96991bed-ad43-478a-bb73-2de292f057ae,5,1904,Caucasian,39,male,0,0,0,M,violent crime,27,2,4,female,2,7,Asian,Democrat,0,-0.176470588,2,59:46.4
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,6126e232-09dd-4dfa-8094-d3909db283e2,5,6188,African-American,23,male,6,0,0,F,drug crime,28,8,6,female,2,7,Asian,Democrat,1,0.157894737,-2,59:51.5
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,81cc93cf-fed5-45d4-ad35-3cf1112f3685,5,1421,Caucasian,40,male,2,0,0,M,arrested but not charged,29,2,6,female,2,7,Asian,Democrat,0,-0.025641026,4,59:56.1
3G5W44VEU7IXBLNLRM7GVV74PE9GKU,a2dc23a2-7bc1-4687-9487-690999337168,5,2403,African-American,28,male,4,0,0,M,violent crime,30,7,7,female,2,7,Asian,Democrat,1,,0,00:02.4
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,e6a3b457-74c1-451c-92e8-bcf73e0a1216,4,3018,African-American,22,male,0,0,0,F,property crime,1,5,3,female,3,11,Caucasian,Democrat,0,-0.157894737,-2,22:55.1
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,d69c956a-ea51-496b-abb1-aff2a6eadc50,4,3468,African-American,37,male,2,0,0,M,public order crime,2,3,3,female,3,11,Caucasian,Democrat,0,,0,23:18.9
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,eee3a23a-769a-40d7-b12a-044f790e768b,4,5723,Caucasian,33,female,1,0,0,M,drug crime,3,4,3,female,3,11,Caucasian,Democrat,0,2.454545455,-1,23:31.9
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,9ef63485-d730-4249-a29b-cc6bc6ed2a91,4,6859,Caucasian,34,male,0,0,0,M,public order crime,4,2,1,female,3,11,Caucasian,Democrat,1,1.8,-1,23:44.7
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,651f3dea-0889-4a62-aabc-1bdf872cb419,4,4492,African-American,29,male,16,0,0,F,obstruction of justice,5,9,9,female,3,11,Caucasian,Democrat,1,1,0,23:56.1
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,0477b320-8a71-4925-8145-8465d9f0d752,4,154,African-American,28,male,7,0,0,F,violent crime,6,8,8,female,3,11,Caucasian,Democrat,1,,0,24:14.9
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,b5c14277-37ad-4d46-a33b-4755e2d35bd3,4,2949,Caucasian,27,male,2,0,0,F,property crime,7,7,7,female,3,11,Caucasian,Democrat,1,1,0,24:31.3
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,75de8da0-f36a-41dc-83ea-67ee15009182,4,6038,African-American,53,male,8,0,0,F,drug crime,8,7,7,female,3,11,Caucasian,Democrat,1,1,0,24:40.2
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,1a8802cb-4520-4b4b-8938-6911a5f412bf,4,5778,African-American,23,male,0,0,0,F,weapons-related crime,9,5,4,female,3,11,Caucasian,Democrat,0,0.25,-1,24:49.9
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,bf8162a1-76c2-4d95-9d78-efb372166aed,4,2457,African-American,41,female,0,0,0,M,violent crime,10,2,2,female,3,11,Caucasian,Democrat,0,1,0,25:08.7
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,2dcb667e-0b1a-4acc-bead-a30d7c8e58d3,4,6458,African-American,25,male,1,0,0,F,drug crime,11,5,4,female,3,11,Caucasian,Democrat,1,,-1,25:31.6
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,598295f3-370e-4b06-a87d-713631585dea,4,5921,Caucasian,26,male,3,0,0,F,drug crime,12,7,5,female,3,11,Caucasian,Democrat,1,,-2,25:48.7
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,520479d9-88c6-44a3-a4e7-970f3aff56e0,4,5518,African-American,31,male,23,0,0,F,drug crime,13,9,9,female,3,11,Caucasian,Democrat,1,1,0,26:06.8
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,a5fe09f4-c776-4181-ba0b-e7030ae37593,4,4608,African-American,33,female,2,0,0,F,property crime,14,5,4,female,3,11,Caucasian,Democrat,1,-0.666666667,-1,26:18.5
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,1af5ff34-9284-4ee7-997b-4859c463f73b,4,4095,African-American,23,male,5,0,0,F,public order crime,15,7,7,female,3,11,Caucasian,Democrat,1,1,0,26:26.1
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,510f6a19-c7ca-48cc-a8f7-d863cbf3b183,4,6646,African-American,24,male,0,0,0,F,obstruction of justice,16,4,3,female,3,11,Caucasian,Democrat,0,2,-1,26:36.1
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,621b856c-70e1-4914-9017-525cacc7fb31,4,3062,African-American,27,male,0,0,0,F,property crime,17,3,3,female,3,11,Caucasian,Democrat,0,1,0,26:42.8
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,66dd0445-b619-4d41-a52f-e32488cf83c8,4,2387,Caucasian,22,male,5,0,0,M,violent crime,18,8,7,female,3,11,Caucasian,Democrat,1,0.4,-1,26:55.2
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,1948cd0a-327e-487a-ac86-67dbe4171f92,4,2248,African-American,29,male,1,0,0,M,violent crime,19,3,3,female,3,11,Caucasian,Democrat,1,,0,27:04.3
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,f5cefce4-cc67-42b2-b639-0f4798c0037d,4,4031,African-American,24,female,0,0,0,M,violent crime,20,3,1,female,3,11,Caucasian,Democrat,0,,-2,27:30.5
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,c44ca59e-9ae9-4ab7-8405-7776fd6588d7,4,3327,African-American,21,male,0,0,0,F,drug crime,21,5,1,female,3,11,Caucasian,Democrat,0,-1.095238095,-4,27:46.8
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,9acd69a7-6bf8-47ae-9138-715d8bd61cc6,4,5177,Caucasian,30,male,3,0,0,F,violent crime,22,7,6,female,3,11,Caucasian,Democrat,0,-0.5,-1,27:56.4
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,6ba01a9b-4a3c-4f4d-ba8d-0975f98a14fe,4,6337,Caucasian,58,male,7,0,0,F,drug crime,23,7,7,female,3,11,Caucasian,Democrat,1,1,0,28:05.6
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,00a135be-5d17-4b05-a4f7-a6d982804d24,4,6970,African-American,38,male,0,0,0,F,property crime,24,2,2,female,3,11,Caucasian,Democrat,1,,0,28:19.0
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,cf2e49a9-a444-4164-8ed7-ce13fa601b02,4,6107,Caucasian,39,male,0,0,0,F,drug crime,25,3,2,female,3,11,Caucasian,Democrat,0,1.5,-1,28:29.1
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,e4d365d9-c97a-49ed-b4ad-1c5d484bbf6e,4,3413,Caucasian,79,male,1,0,0,M,public order crime,26,7,3,female,3,11,Caucasian,Democrat,0,-0.333333333,-4,28:49.8
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,535d1d7b-13e7-415c-9ce5-edc51c46a3a3,4,5374,African-American,55,female,1,0,0,F,drug crime,27,3,3,female,3,11,Caucasian,Democrat,0,1,0,28:57.4
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,375ac1fd-13c0-4d9d-b918-0189ecb079b4,4,5597,African-American,25,male,15,0,3,F,drug crime,28,9,9,female,3,11,Caucasian,Democrat,1,1,0,29:08.4
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,aea7a620-3266-43d3-a018-03f01095108c,4,5953,Caucasian,59,male,1,0,0,F,drug crime,29,3,2,female,3,11,Caucasian,Democrat,1,1.421052632,-1,29:20.8
3LRKMWOKB5H2LME0S8P1G61GJ372Z7,ab1e85fc-953a-42c0-b3ef-528d95fab503,4,2817,Caucasian,25,male,7,0,0,F,property crime,30,8,7,female,3,11,Caucasian,Democrat,1,0.606060606,-1,29:33.4
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,78fd3c70-3764-4c6e-8bdc-69b9356d2af5,5,6038,African-American,53,male,8,0,0,F,drug crime,1,7,7,female,5,9,African-American,Independent,1,1,0,33:10.2
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,6c81abbc-96ba-4281-af6d-b5e0c6cc367f,5,1904,Caucasian,39,male,0,0,0,M,violent crime,2,2,3,female,5,9,African-American,Independent,0,0.411764706,1,33:42.4
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,a33f91db-16ec-4efd-9a73-c7ea3ce3a511,5,4627,African-American,25,male,2,0,0,F,property crime,3,7,4,female,5,9,African-American,Independent,1,,-3,34:44.9
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,6b607a01-5b85-404c-a637-6735cf6e9a3f,5,5806,Caucasian,39,male,2,0,0,F,drug crime,4,5,5,female,5,9,African-American,Independent,1,1,0,35:01.7
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,915d3326-ac51-4dfb-8f8b-f3f8d9474d44,5,3020,African-American,23,male,3,0,0,F,property crime,5,8,3,female,5,9,African-American,Independent,0,-1.272727273,-5,35:19.9
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,9785c537-0ae5-4005-a6ab-623ac74ef204,5,2238,African-American,24,male,1,0,0,M,violent crime,6,4,3,female,5,9,African-American,Independent,1,-0.4,-1,35:40.6
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,dce71101-92ee-488f-a380-4ebc1d894316,5,4484,African-American,28,male,11,2,1,F,obstruction of justice,7,9,9,female,5,9,African-American,Independent,0,1,0,36:32.9
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,b1facbd6-2a28-4736-b494-1f24ceea77da,5,1709,African-American,28,male,10,0,0,M,violent crime,8,8,9,female,5,9,African-American,Independent,1,2.4,1,37:14.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,eb2aacdc-9c24-47ab-94c1-a968a5d44014,5,5833,Caucasian,24,male,1,0,0,F,drug crime,9,5,6,female,5,9,African-American,Independent,0,,1,38:23.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,35c926a9-f59c-46c3-ab1a-81286b81eae0,5,3496,Caucasian,46,male,0,0,0,M,public order crime,10,2,1,female,5,9,African-American,Independent,0,2.375,-1,38:47.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,33f10934-57d1-4410-b055-e2d1aa87e327,5,4185,African-American,41,male,8,0,0,F,violent crime,11,7,5,female,5,9,African-American,Independent,0,-1.4,-2,39:51.4
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,41080b15-7308-443c-99b6-e42fda6504a9,5,4285,African-American,41,male,6,2,0,F,violent crime,12,6,4,female,5,9,African-American,Independent,1,4.666666667,-2,40:40.5
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,f7ad9bfa-8da7-4267-8260-16919dd6e926,5,4397,Caucasian,63,male,2,0,0,F,public order crime,13,3,3,female,5,9,African-American,Independent,0,1,0,41:08.4
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,abe17f38-a529-4fee-be94-9804e1660006,5,5468,African-American,35,male,1,0,0,F,fraud and financial crime,14,4,2,female,5,9,African-American,Independent,0,,-2,41:36.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,32566d44-9748-4588-b193-5dbdfcdd847b,5,5269,African-American,21,male,0,0,0,M,property crime,15,5,2,female,5,9,African-American,Independent,1,-0.058823529,-3,41:53.8
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,65cdacdd-e8fa-4527-b4cd-f5a8937af27f,5,4031,African-American,24,female,0,0,0,M,violent crime,16,3,3,female,5,9,African-American,Independent,0,,0,42:32.2
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,83f8689c-efdd-49e2-b8c8-8423781a984e,5,6125,African-American,60,male,9,0,0,F,drug crime,17,6,7,female,5,9,African-American,Independent,0,0,1,43:22.7
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,a6201d15-0368-4c19-b0b7-4c4a65e066e7,5,2426,African-American,28,male,8,0,0,M,violent crime,18,8,7,female,5,9,African-American,Independent,1,0.25,-1,43:44.8
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,682e3f3e-d354-41d8-9440-716ff6e7f874,5,6414,African-American,56,male,31,0,0,F,drug crime,19,8,9,female,5,9,African-American,Independent,1,,1,44:52.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,a0835b8f-5ca5-4636-b2b8-045e0c92d05b,5,933,African-American,26,female,1,0,0,F,arrested but not charged,20,4,2,female,5,9,African-American,Independent,0,-1,-2,45:12.5
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,0c8592fb-735a-4cad-8df6-0fb117b38765,5,4369,African-American,26,male,1,0,0,F,public order crime,21,4,3,female,5,9,African-American,Independent,0,,-1,46:32.2
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,c962edcf-87a1-4080-b549-a0ddce4098cd,5,4084,African-American,24,male,1,0,0,F,violent crime,22,5,3,female,5,9,African-American,Independent,0,4.666666667,-2,47:04.5
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,5515fc94-5d31-4ac7-9ca2-e0a5362b1cf2,5,3651,African-American,27,male,15,1,1,F,public order crime,23,9,9,female,5,9,African-American,Independent,1,1,0,47:22.8
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,77a4f6b0-83a2-47bd-8bd5-2b4e9df939e8,5,2087,African-American,28,male,5,0,0,M,violent crime,24,7,5,female,5,9,African-American,Independent,1,,-2,48:13.0
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,d21fc0ec-5514-4700-b91f-7aca8907cb5c,5,6869,Caucasian,56,male,1,0,0,F,obstruction of justice,25,3,3,female,5,9,African-American,Independent,1,1,0,48:27.7
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,9bb6c7f4-c4d7-4035-8f9b-febc40226275,5,6627,Caucasian,61,female,8,0,0,F,obstruction of justice,26,6,6,female,5,9,African-American,Independent,1,1,0,48:42.3
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,8997229c-040f-467c-ba1a-d6df308402ea,5,370,African-American,40,male,2,0,0,F,arrested but not charged,27,2,2,female,5,9,African-American,Independent,0,1,0,49:29.9
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,6dd6aac7-3e0c-48fc-b138-b6e4f8fa236a,5,5597,African-American,25,male,15,0,3,F,drug crime,28,9,9,female,5,9,African-American,Independent,1,1,0,49:48.2
37UEWGM5HT8MUAADZNVAPKPCIHKR1Y,39d73d0c-eadc-4fc9-aaee-c819f361a804,5,3107,African-American,30,male,3,0,0,F,weapons-related crime,29,7,6,female,5,9,African-American,Independent,1,,-1,50:07.3
